rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev
8,STL,22,138,658551,Junior Fernandez,16,1.34,90.1,82,41,37,39,58,5,271,383,,3.69,0,0,0,5,3,A(Adv)
8,BAL,23,110,665152,Dean Kremer,33,1.50,80.0,86,55,46,34,96,6,240,356,,5.18,3,4,3,1,4,A(Adv)
8,NYY,19,147,672782,Yoendrys Gomez,11,1.69,35.0,41,26,21,18,33,2,105,162,,5.40,0,0,0,0,3,ALL (2)
8,MIA,22,146,666129,Braxton Garrett,4,1.24,15.1,13,7,5,6,16,3,46,65,,2.93,0,0,0,1,0,A(Full)
9,ANA,22,108,663776,Patrick Sandoval,14,1.36,61.2,61,36,28,23,78,1,185,271,,4.09,1,0,0,3,4,ALL (3)
9,BAL,23,110,657508,Michael Baumann,11,1.09,42.1,27,13,6,19,43,2,127,173,,1.28,0,0,0,4,2,ALL (2)
9,SD,23,135,673258,Michel Baez,11,0.83,63.2,43,18,18,10,89,9,191,243,,2.54,0,0,0,7,2,ALL (2)
9,SF,20,137,671288,Seth Corry,13,1.48,24.1,14,18,15,22,21,1,73,110,,5.55,0,0,0,0,2,ROK
9,LA,24,119,669952,Mitchell White,19,1.03,73.2,45,32,24,31,88,2,221,301,,2.93,0,0,0,3,2,ALL (3)
9,SEA,23,136,656954,Justus Sheffield,19,1.35,98.0,98,44,34,34,88,14,294,423,,3.12,0,0,0,7,7,ALL (2)
9,MIN,21,142,661395,Jhoan Duran,14,1.35,62.1,63,41,33,21,49,5,187,276,,4.76,0,0,0,6,5,ALL (2)
9,STL,22,138,650893,Genesis Cabrera,25,1.28,134.1,120,57,48,52,111,9,403,569,,3.22,0,0,0,9,9,ALL (2)
10,NYM,24,121,642584,Franklyn Kilome,24,1.36,127.0,121,48,40,52,103,7,381,532,,2.83,0,0,0,7,7,ALL (2)
10,BAL,23,110,675912,Zac Lowther,12,0.85,54.1,35,11,10,11,75,1,163,209,,1.66,0,0,0,2,2,A(Short)
10,ATL,21,144,660623,Huascar Ynoa,13,1.58,51.1,52,33,30,29,50,2,154,236,,5.26,0,0,0,0,4,ALL (2)
10,PHI,22,143,668941,JoJo Romero,23,1.09,129.0,104,42,31,36,128,4,387,510,,2.16,0,0,0,10,3,ALL (2)
10,ARI,21,109,675652,Matt Tabor,4,1.71,4.2,8,3,1,0,9,0,14,23,,1.93,0,0,0,0,1,ROK
10,LA,23,119,642701,Dennis Santana,24,1.39,118.1,119,67,54,45,129,7,355,526,,4.11,0,0,0,8,7,ALL (2)
10,ANA,20,108,667755,Jose Soriano,13,1.24,52.1,47,24,17,18,39,2,157,218,,2.92,0,0,0,2,2,ALL (2)
10,HOU,22,117,664299,Cristian Javier,14,1.08,60.0,38,17,15,27,80,3,180,245,,2.25,1,0,0,3,0,ALL (3)
10,DET,21,116,666214,Joey Wentz,26,1.10,131.2,99,44,38,46,152,4,395,527,,2.60,0,0,0,8,3,A(Full)
11,MIN,23,142,626929,Lewis Thorpe,17,1.20,83.0,67,31,27,33,91,5,249,339,,2.93,0,0,0,4,4,ALL (2)
11,ARI,22,109,656266,J.B. Bukauskas,3,1.20,10.0,7,3,3,5,9,0,30,39,,2.70,0,0,0,0,0,ALL (2)
11,CIN,23,113,661269,Vladimir Gutierrez,19,1.23,103.0,108,54,51,19,94,10,309,434,,4.46,0,0,0,7,8,A(Adv)
11,HOU,23,117,656232,Brandon Bielak,10,0.77,33.2,21,4,3,5,42,0,101,127,,0.80,1,0,0,2,1,ALL (2)
11,CHC,24,112,657006,Justin Steele,20,1.38,98.2,100,42,32,36,82,6,296,432,,2.92,0,0,0,6,7,A(Adv)
11,BAL,24,110,669211,Keegan Akin,21,1.35,100.0,89,50,46,46,111,12,300,423,,4.14,0,0,0,7,8,A(Adv)
12,MIN,20,142,669416,Blayne Enlow,6,0.69,20.1,10,4,3,4,19,1,61,77,,1.33,0,0,0,3,0,ROK
12,OAK,24,133,641726,Daulton Jefferies,2,1.14,7.0,7,6,2,1,6,0,21,31,,2.57,0,0,0,0,0,A(Adv)
12,ATL,25,144,622256,Patrick Weigel,15,1.30,78.1,74,37,36,28,68,7,235,332,,4.14,0,0,0,6,2,ALL (2)
12,SEA,20,136,672277,Sam Carlson,2,1.33,3.0,4,1,1,0,3,0,9,13,,3.00,0,0,0,0,0,ROK
12,NYM,23,121,663378,Thomas Szapucki,6,1.17,29.0,24,10,9,10,27,0,87,118,,2.79,0,0,0,1,2,A(Full)
12,STL,21,138,670912,Johan Oviedo,14,1.48,75.0,75,47,39,36,70,3,225,333,,4.68,0,0,0,4,3,ALL (2)
12,WAS,23,120,656913,Seth Romero,7,1.23,22.0,19,12,12,8,35,0,66,93,,4.91,0,0,0,0,1,ALL (2)
12,ANA,22,108,650347,Luis Madero,15,1.57,75.2,99,62,54,20,63,8,227,348,,6.42,0,0,0,5,4,ALL (3)
12,ARI,23,109,656686,Corbin Martin,10,0.89,32.2,20,11,8,9,43,1,98,128,,2.20,1,0,1,0,1,ALL (2)
12,SF,20,137,666619,Gregory Santos,12,1.29,49.0,43,11,7,20,41,2,147,206,,1.29,0,0,0,3,0,ALL (2)
12,MIL,23,158,657022,Trey Supak,23,1.09,113.1,86,48,45,38,110,13,340,453,,3.57,1,1,0,5,6,ALL (2)
12,MIA,22,146,663734,Nick Neidert,25,1.17,127.2,128,54,49,22,122,11,383,525,,3.45,0,0,0,11,6,ALL (2)
12,TEX,23,140,642546,Jonathan Hernandez,23,1.48,111.2,121,64,50,44,110,7,335,481,,4.03,0,0,0,5,11,ALL (2)
12,CHC,24,112,668338,Tyson Miller,28,1.33,120.2,122,70,60,38,99,10,362,519,,4.48,0,1,0,6,7,A(Full)
13,WAS,24,120,643532,Sterling Sharp,24,1.33,124.2,139,65,55,27,95,12,374,536,,3.97,0,0,0,6,11,ALL (2)
13,CIN,23,113,676050,Packy Naughton,14,1.30,60.0,58,24,21,20,63,5,180,252,,3.15,0,0,0,3,3,ROK
13,ATL,23,144,656353,Tucker Davidson,31,1.22,103.2,96,45,30,30,101,4,311,422,,2.60,2,2,1,5,4,A(Full)
13,PIT,21,134,675989,Cody Bolton,9,1.21,25.2,23,11,9,8,22,1,77,108,,3.16,0,0,0,0,2,ROK
13,KC,22,118,672578,Carlos Hernandez,12,1.46,62.1,64,45,38,27,62,6,187,284,,5.49,0,0,0,1,4,ROK
13,NYY,19,147,672710,Roansy Contreras,14,1.43,53.2,60,37,24,17,34,4,161,243,,4.02,0,0,0,4,4,ALL (2)
13,ARI,24,109,642203,Taylor Widener,27,1.15,119.1,87,53,45,50,129,5,358,489,,3.39,0,0,0,7,8,A(Adv)
13,STL,22,138,663765,Jake Woodford,23,1.40,119.0,128,57,41,39,72,7,357,513,,3.10,0,0,0,7,6,A(Adv)
14,NYY,22,147,669805,Alexander Vizcaino,12,1.79,51.1,69,40,33,23,49,9,154,244,,5.79,0,0,0,3,5,ROK
14,ATL,22,144,665600,Jasseel De La Cruz,11,1.31,42.2,38,24,18,18,36,2,128,187,,3.80,0,0,0,2,3,ALL (2)
14,KC,19,118,672529,Yefri Del Rosario,13,1.39,37.1,38,22,15,14,36,1,112,166,,3.62,0,0,0,1,1,ALL (2)
14,PIT,23,134,650813,Luis Escobar,26,1.19,131.2,97,60,56,60,168,9,395,562,,3.83,0,0,0,10,7,A(Full)
14,NYM,23,121,673380,Dedniel Nunez,10,1.50,44.2,51,32,26,16,46,3,134,203,,5.24,0,0,0,1,3,ROK
14,DET,22,116,663366,Beau Burrows,26,1.24,135.0,124,49,48,44,137,8,405,551,,3.20,0,0,0,10,7,ALL (2)
14,HOU,23,117,660600,Enoli Paredes,8,0.89,38.1,21,9,9,13,33,3,115,143,,2.11,0,1,0,1,3,A(Full)
14,OAK,23,133,656550,Grant Holmes,29,1.42,148.1,149,82,74,61,150,15,445,644,,4.49,0,1,0,11,12,AA
14,CLE,20,114,665854,Luis Oviedo,14,1.63,51.2,62,49,41,22,70,2,155,249,,7.14,0,0,2,4,2,ROK
15,SF,25,137,661536,Melvin Adon,23,1.46,99.1,110,65,48,35,89,5,298,441,,4.35,0,1,0,3,11,A(Full)
15,SD,23,135,671790,Ronald Bolanos,16,1.43,69.1,65,38,34,34,51,3,208,296,,4.41,0,0,0,5,2,A(Full)
15,NYM,23,121,675914,Tony Dibrell,12,1.37,19.2,19,13,11,8,28,4,59,87,,5.03,0,3,2,1,1,A(Short)
15,TEX,21,140,663969,Tyler Phillips,20,1.28,98.1,106,54,46,20,93,8,295,426,,4.21,0,0,0,5,4,ALL (2)
15,BAL,24,110,640451,Hunter Harvey,8,0.91,18.2,11,2,2,6,30,0,56,73,,0.96,0,0,0,0,1,ALL (3)
15,ATL,20,144,676206,Freddy Tarnok,8,1.00,14.0,11,6,4,3,10,0,42,58,,2.57,0,0,0,0,3,ROK
15,CLE,23,114,656529,Sam Hentges,11,1.17,30.2,21,16,11,15,41,3,92,127,,3.23,0,0,0,0,4,ALL (2)
15,COL,23,115,624418,Ryan Castellani,27,1.33,157.1,163,94,84,47,132,16,472,682,,4.81,0,0,0,9,12,AA
15,PHI,23,143,661440,Mauricio Llovera,30,1.33,86.0,81,43,32,33,94,2,258,371,,3.35,0,1,1,2,4,A(Full)
15,ANA,21,108,669735,Chris Rodriguez,14,1.42,57.0,67,41,39,14,56,2,171,257,,6.16,0,0,0,5,3,ALL (2)
15,WSH,25,,664069,Ben Braymer,13,1.39,65.1,70,35,29,21,76,4,196,290,,3.99,0,0,0,5,2,ALL (2)
15,NYY,23,147,656793,Nick Nelson,22,1.52,100.2,103,54,51,50,110,5,302,452,,4.56,0,0,0,3,12,A(Full)
16,ATL,24,144,641425,Thomas Burrows,38,1.10,66.2,48,20,16,25,92,1,200,282,,2.16,3,3,3,3,5,A(Full)
16,COL,21,115,666207,Riley Pint,22,1.67,93.0,96,67,56,59,79,3,279,435,,5.42,0,0,0,2,11,A(Full)
16,CHC,23,112,676265,Cory Abbott,5,1.21,14.0,14,8,6,3,18,1,42,58,,3.86,0,0,0,0,0,A(Short)
16,TOR,24,141,643615,T.J. Zeuch,15,1.39,65.2,72,41,26,19,51,4,197,296,,3.56,0,0,0,3,6,ALL (2)
16,SD,19,135,676282,Joey Cantillo,7,1.38,8.0,5,4,4,6,14,0,24,37,,4.50,0,1,0,1,0,ROK
16,PHI,25,143,608344,Cole Irvin,25,1.18,151.1,140,67,57,38,118,14,454,627,,3.39,0,0,0,9,9,ALL (2)
16,TEX,22,140,663465,Kolby Allard,27,1.27,150.0,146,62,53,45,129,11,450,621,,3.18,0,0,0,8,11,AA
16,SEA,19,136,672730,Juan Then,13,1.06,61.1,50,23,18,15,56,3,184,245,,2.64,0,0,0,2,2,ROK
16,NYY,23,147,663986,Trevor Stephan,11,0.76,34.1,20,7,5,6,44,0,103,129,,1.31,0,0,0,1,1,ALL (2)
17,WSH,21,,672851,Joan Adon,13,1.18,28.0,24,13,11,9,31,1,84,117,,3.54,1,0,1,2,1,ROK
17,BAL,24,110,642060,Cody Sedlock,20,1.72,90.0,119,66,59,36,69,11,270,421,,5.90,0,0,0,4,5,A(Adv)
17,CLE,24,114,641900,Scott Moss,26,1.19,135.2,114,62,52,48,156,11,407,571,,3.45,0,0,0,13,6,A(Full)
17,MIA,23,146,660422,Jorge Guzman,13,1.04,66.2,51,21,17,18,88,4,200,263,,2.30,0,0,0,5,3,A(Short)
17,TB,24,139,676617,Riley O'Brien,11,1.10,41.0,28,10,10,17,40,1,123,159,,2.20,0,0,0,1,0,ROK
17,TOR,24,141,641907,Patrick Murphy,20,1.36,106.2,108,45,36,37,77,5,320,448,,3.04,0,0,0,5,4,ALL (3)
17,PIT,20,134,675651,Steven Jennings,10,1.56,26.1,31,18,12,10,13,2,79,121,,4.10,0,0,0,0,2,ROK
17,CIN,21,113,669436,Jacob Heatherly,12,1.59,39.2,43,25,22,20,31,3,119,181,,4.99,0,0,0,2,2,ALL (2)
17,ANA,20,108,666668,Hector Yan,10,1.29,16.1,10,10,9,11,21,0,49,72,,4.96,1,2,0,0,1,ROK
17,SF,24,137,669214,Conner Menez,23,1.55,114.1,127,64,56,50,99,5,343,519,,4.41,0,0,0,7,7,A(Adv)
18,COL,24,115,664875,Justin Lawrence,16,0.86,16.1,10,4,3,4,20,1,49,63,,1.65,6,1,0,0,2,A(Full)
18,CWS,24,145,669424,Jimmy Lambert,26,1.35,150.0,163,80,64,40,102,11,450,633,,3.84,0,0,0,12,6,ALL (2)
18,BAL,21,110,669724,Brenan Hanifee,12,1.12,68.2,65,24,21,12,44,2,206,280,,2.75,0,0,0,7,3,A(Short)
18,PIT,20,134,673231,Tahnaj Thomas,16,1.85,38.1,38,30,24,33,34,4,115,181,,5.63,0,1,0,0,5,ALL (2)
18,STL,21,138,667373,Angel Rondon,14,1.38,57.1,56,26,20,23,52,4,172,246,,3.14,0,0,0,3,4,ALL (3)
18,MIN,25,142,624427,Stephen Gonsalves,20,1.14,110.0,94,42,40,31,118,11,330,453,,3.27,0,0,0,9,5,ALL (2)
18,PHI,23,143,663982,David Parkinson,11,1.19,32.2,30,12,9,9,42,2,98,139,,2.48,0,3,0,1,3,A(Short)
18,DET,25,116,608335,Kyle Funkhouser,12,1.15,62.2,53,19,17,19,83,4,188,255,,2.44,0,0,0,5,2,ALL (2)
19,ANA,23,108,676886,Jeremy Beasley,17,1.14,31.2,24,14,11,12,37,3,95,129,,3.13,1,2,0,3,1,ALL (2)
19,HOU,23,117,656981,Peter Solomon,1,0.00,1.0,0,0,0,0,0,0,3,3,,0.00,0,0,0,0,0,ROK
19,CWS,24,145,656592,Tyler Johnson,22,1.75,25.2,26,14,11,19,37,0,77,121,,3.86,2,0,0,1,1,ALL (2)
19,MIL,24,158,657096,Braden Webb,22,1.28,86.2,72,50,42,39,90,8,260,369,,4.36,3,1,1,6,7,A(Full)
19,CHC,20,112,672442,Yovanny Cruz,13,1.14,56.1,50,32,22,14,54,3,169,238,,3.51,0,0,0,3,2,ROK
19,MIA,23,146,656548,Jordan Holloway,11,1.26,50.0,41,31,29,22,50,10,150,213,,5.22,0,0,0,1,2,A(Full)
19,COL,24,115,641714,Reid Humphreys,43,0.83,45.2,32,14,13,6,47,3,137,175,,2.56,13,3,1,1,3,A(Full)
20,DET,24,116,621593,Anthony Castro,21,1.16,108.1,91,41,30,35,95,4,325,451,,2.49,0,0,0,10,6,A(Full)
20,ANA,20,108,666766,Stiward Aquino,9,1.47,29.1,30,15,13,13,31,1,88,127,,3.99,0,0,0,1,2,ALL (2)
20,PHI,24,143,676103,Damon Jones,13,1.65,26.0,23,14,14,20,38,0,78,122,,4.85,3,1,0,2,3,A(Short)
20,COL,25,115,670329,Rico Garcia,16,1.38,69.0,77,38,26,18,65,4,207,299,,3.39,0,0,0,2,6,ALL (2)
20,CWS,24,145,641656,Ian Hamilton,44,1.05,71.2,59,26,21,16,74,1,215,288,,2.64,7,2,2,4,6,ALL (2)
20,NYY,24,147,650633,Michael King,26,1.09,149.0,141,55,52,21,106,14,447,597,,3.14,0,0,0,11,9,A(Full)
20,PIT,19,134,672765,Santiago Florez,14,1.52,53.1,43,38,27,38,30,2,160,245,,4.56,0,0,0,2,5,ROK
20,CLE,23,114,650496,Jean Carlos Mejia,21,0.78,37.0,19,6,5,10,50,0,111,141,,1.22,9,0,0,2,0,ALL (2)
20,BAL,22,110,649144,Alex Wells,25,0.91,140.0,118,49,37,10,113,16,420,549,,2.38,0,0,0,11,5,A(Full)
20,HOU,19,117,672810,Jairo Solis,15,1.17,61.1,51,29,18,21,69,3,184,257,,2.64,0,0,0,3,2,ALL (3)
21,COL,23,115,656382,Tommy Doyle,20,1.86,21.0,29,13,12,10,18,2,63,105,,5.14,3,1,2,3,3,ROK
21,WAS,22,120,651002,Steven Fuentes,27,1.51,65.2,82,35,33,17,53,9,197,296,,4.52,2,2,2,4,4,ALL (2)
21,LA,21,119,670955,Edwin Uceta,14,1.38,56.0,63,45,41,14,62,8,168,243,,6.59,0,0,0,2,3,ROK
21,DET,24,116,650530,Bryan Garcia,52,1.05,55.0,36,14,13,22,78,2,165,216,,2.13,17,8,3,5,3,ALL (4)
21,BOS,24,111,642067,Mike Shawaryn,26,1.21,134.2,115,63,57,48,169,15,404,570,,3.81,0,0,0,8,7,ALL (2)
21,CLE,23,114,675916,James Karinchak,10,1.67,23.1,30,15,15,9,31,1,70,103,,5.79,0,0,0,2,2,A(Short)
21,TEX,21,140,666720,Yerry Rodriguez,2,1.17,6.0,6,0,0,1,3,0,18,22,,0.00,0,0,0,1,0,ROK
21,SEA,24,136,670090,Wyatt Mills,18,0.84,20.1,8,4,4,9,29,0,61,80,,1.77,6,0,0,0,2,ALL (2)
21,NYY,20,147,665622,Luis Medina,10,1.42,38.2,31,29,23,24,39,1,116,172,,5.35,0,0,0,2,2,ALL (2)
21,PHI,21,143,669925,Kyle Young,13,1.12,65.0,58,22,20,15,72,1,195,263,,2.77,0,0,0,7,2,A(Short)
21,SD,22,135,666156,Reggie Lawson,17,1.37,73.0,65,44,43,35,89,8,219,314,,5.30,0,0,0,4,6,A(Full)
22,DET,21,116,660730,Elvin Rodriguez,14,1.16,68.0,65,27,22,14,61,7,204,281,,2.91,0,0,0,5,3,ALL (2)
22,OAK,24,133,641709,Brian Howard,11,0.73,31.1,22,5,4,1,29,0,94,112,,1.15,1,0,0,2,1,A(Short)
22,CHC,24,112,642601,Oscar De La Cruz,13,1.20,56.2,55,22,21,13,48,6,170,238,,3.34,0,0,0,4,3,ALL (2)
22,BOS,25,111,664042,Travis Lakins,15,1.46,68.1,66,37,32,34,62,4,205,293,,4.21,0,0,0,5,4,ALL (2)
22,NYM,23,121,664990,Jordan Humphreys,13,0.87,80.2,58,18,16,12,83,3,242,310,,1.79,0,0,0,10,1,ALL (2)
22,WSH,22,,658369,Malvin Pena,12,1.59,48.1,55,32,28,22,44,7,145,220,,5.21,1,0,1,1,3,ALL (2)
22,MIN,24,142,643377,Griffin Jax,5,1.03,31.0,25,12,9,7,20,2,93,125,,2.61,0,0,0,2,2,ALL (2)
22,TB,26,139,607455,Anthony Banda,30,1.44,147.2,151,93,90,61,141,16,443,646,,5.49,0,0,1,10,10,ALL (2)
22,LA,20,119,672629,Gerardo Carrillo,14,1.20,48.1,44,18,15,14,32,1,145,210,,2.79,0,0,0,5,2,ROK
22,TOR,23,141,660431,Hector Perez,25,1.45,107.1,78,54,41,78,128,8,322,465,,3.44,2,1,0,7,6,ALL (2)
22,HOU,25,117,660494,Rogelio Armenteros,24,1.04,123.2,91,30,28,38,146,8,371,492,,2.04,1,0,0,10,4,ALL (2)
22,SEA,26,136,607555,Taylor Guilbeau,23,1.53,99.1,128,72,65,24,78,9,298,439,,5.89,0,2,0,4,5,A(Adv)
22,CIN,22,113,676660,Jared Solomon,11,1.45,38.0,39,21,18,16,43,2,114,169,,4.26,0,0,0,2,2,ROK
23,PIT,22,134,668820,Max Kranick,5,1.15,24.1,22,10,3,6,18,1,73,100,,1.11,0,0,0,1,0,ALL (2)
23,MIN,24,142,660896,Jorge Alcala,22,1.06,109.1,71,40,37,45,95,10,328,438,,3.05,0,1,0,7,6,ALL (2)
23,WAS,26,120,630263,James Bourque,23,1.39,113.2,123,76,64,35,90,8,341,499,,5.07,0,0,0,5,7,A(Full)
23,CWS,24,145,641420,Zack Burdi,29,1.41,33.1,30,18,15,17,51,2,100,151,,4.05,7,0,2,0,4,AAA
23,CHC,23,112,663893,Brendon Little,6,1.84,16.1,21,18,17,9,12,2,49,80,,9.37,0,0,0,0,2,A(Short)
23,TOR,22,141,660546,Yennsy Diaz,16,1.45,77.0,71,41,41,41,82,10,231,332,,4.79,0,0,0,5,2,A(Full)
23,CIN,26,113,622492,Keury Mella,29,1.34,138.0,140,76,67,45,110,15,414,595,,4.37,1,0,0,4,10,ALL (2)
24,PIT,21,134,669740,Travis MacGregor,12,1.96,41.1,61,41,36,20,32,3,124,209,,7.84,0,0,0,1,4,ROK
