rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
6,CLE,18,114,George Valera,671655,18,4,6,1,0,1,.409,.965,.556,6,3,3,1,1,8,10,.333,OF,ROK
6,MIA,24,146,Monte Harrison,656509,521,85,125,20,3,19,.316,.715,.399,48,44,215,28,9,248,208,.240,CF,AA
6,NYM,19,121,Mark Vientos,668901,223,32,64,12,0,11,.389,.878,.489,52,37,43,1,0,123,109,.287,SS,ROK
7,ARI,19,109,Geraldo Perdomo,672695,211,43,68,7,5,4,.438,.898,.460,24,39,44,24,6,87,97,.322,SS,ALL (3)
7,TB,21,139,Ronaldo Hernandez,660613,405,68,115,20,1,21,.339,.833,.494,79,31,69,10,4,198,200,.284,C,A(Full)
7,STL,19,138,Jhon Torres,672536,162,27,52,9,0,8,.409,.934,.525,30,19,37,4,1,79,85,.321,OF,ALL (2)
7,BOS,19,111,Gilberto Jimenez,678362,257,42,82,10,8,0,.384,.804,.420,22,19,40,16,14,95,108,.319,OF,ROK
7,COL,22,115,Terrin Vavra,679631,169,22,51,8,4,4,.396,.863,.467,26,26,40,9,1,57,79,.302,SS,A(Short)
7,SEA,22,136,Cal Raleigh,663728,146,25,42,10,1,8,.367,.901,.534,29,18,29,1,1,71,78,.288,C,A(Short)
7,DET,24,116,Jake Rogers,668670,352,57,77,15,1,17,.305,.717,.412,56,41,112,7,1,182,145,.219,C,AA
7,CLE,23,114,Bobby Bradley,656252,483,60,108,26,5,27,.308,.774,.466,83,56,148,1,0,239,225,.224,1B,ALL (2)
7,CIN,23,113,Tyler Stephenson,663886,388,60,97,20,1,11,.338,.730,.392,59,45,98,1,0,181,152,.250,C,A(Adv)
7,SF,19,137,Alexander Canario,672744,176,36,44,5,2,6,.357,.760,.403,19,27,51,8,5,99,71,.250,LF,ROK
8,NYM,20,121,Shervyen Newton,665989,207,50,58,16,2,5,.408,.857,.449,41,46,84,4,0,88,93,.280,SS,ROK
8,TOR,19,141,Gabriel Moreno,672515,153,24,55,17,2,4,.395,.970,.575,36,7,20,2,1,68,88,.359,C,ALL (2)
8,ATL,21,144,William Contreras,661388,390,57,111,24,1,11,.347,.783,.436,49,35,89,1,1,172,170,.285,C,ALL (2)
8,ANA,18,108,D'Shawn Knowles,677610,222,46,69,13,3,5,.391,.855,.464,29,28,65,9,7,83,103,.311,OF,ALL (2)
8,TB,24,139,Nate Lowe,663993,482,93,159,32,1,27,.416,.984,.568,102,68,90,1,1,191,274,.330,1B,ALL (3)
8,CWS,23,145,Luis Alexander Basabe,642772,438,77,113,21,8,15,.354,.799,.445,56,64,140,16,12,166,195,.258,CF,ALL (2)
8,PIT,20,134,Ji-Hwan Bae,678225,129,24,35,6,2,0,.362,.711,.349,13,15,16,10,4,50,45,.271,SS,ROK
8,CHC,20,112,Aramis Ademan,666620,396,49,82,11,3,3,.291,.564,.273,38,38,95,9,5,187,108,.207,SS,A(Adv)
8,WAS,19,120,Yasel Antuna,671276,323,44,71,14,2,6,.293,.624,.331,27,32,79,8,7,150,107,.220,SS,A(Full)
8,KC,22,118,Kyle Isbel,664728,264,57,86,22,2,7,.389,.893,.504,32,26,60,24,6,92,133,.326,OF,ALL (2)
8,OAK,24,133,Sheldon Neuse,641914,499,48,131,26,3,5,.304,.661,.357,55,32,172,4,1,236,178,.263,3B,AAA
8,CIN,20,113,Michael Siani,672279,184,24,53,6,3,2,.351,.737,.386,13,16,35,6,4,64,71,.288,OF,ROK
8,SF,25,137,Mauricio Dubon,643289,108,18,37,9,2,4,.348,.922,.574,18,2,19,6,3,50,62,.343,SS,AAA
8,SEA,24,136,Jake Fraley,641584,225,39,78,19,7,4,.415,.962,.547,41,26,44,11,8,86,123,.347,CF,A(Adv)
8,PHI,21,143,Mickey Moniak,666160,433,50,117,28,3,5,.304,.687,.383,55,22,100,6,5,198,166,.270,CF,A(Adv)
8,SD,20,135,Luis Campusano,669134,260,26,75,11,0,3,.345,.710,.365,40,19,43,0,1,113,95,.288,C,A(Full)
8,TEX,21,140,Bubba Thompson,669352,332,52,96,18,5,8,.344,.790,.446,42,23,104,32,7,117,148,.289,OF,A(Full)
8,MIN,24,142,Brent Rooker,667670,503,72,128,32,4,22,.333,.798,.465,79,56,150,6,1,219,234,.254,OF,AA
8,DET,22,116,Daz Cameron,663662,473,75,125,25,9,8,.343,.749,.406,61,52,137,24,11,207,192,.264,CF,ALL (3)
9,CIN,21,113,Jose Garcia,676480,482,61,118,22,4,6,.290,.634,.344,53,19,112,13,9,182,166,.245,SS,A(Full)
9,MIL,20,158,Mario Feliciano,666128,160,20,34,8,1,3,.291,.622,.331,14,15,62,2,1,76,53,.213,C,ALL (2)
9,PIT,25,134,Kevin Kramer,596012,513,78,153,35,3,15,.351,.817,.466,63,40,147,13,5,231,239,.298,3B,ALL (2)
9,CHC,24,112,Zack Short,670097,436,68,99,28,2,17,.356,.773,.417,59,82,136,8,3,157,182,.227,SS,AA
9,OAK,23,133,Luis Barrera,642456,444,75,132,26,11,3,.361,.787,.426,64,41,81,23,7,186,189,.297,LF,ALL (2)
9,COL,25,115,Sam Hilliard,656541,435,58,114,22,3,9,.327,.716,.389,40,41,151,23,14,192,169,.262,RF,AA
9,KC,20,118,MJ Melendez,669004,419,52,105,26,9,19,.322,.814,.492,73,43,143,4,6,177,206,.251,C,A(Full)
9,BOS,24,111,C.J. Chatham,641453,437,55,137,20,2,3,.350,.739,.389,52,24,86,11,5,193,170,.314,SS,ALL (2)
9,CWS,22,145,Blake Rutherford,666164,447,67,131,25,9,7,.345,.781,.436,78,34,90,15,8,196,195,.293,CF,A(Adv)
9,HOU,21,117,Jeremy Pena,665161,136,22,34,5,0,1,.340,.649,.309,10,18,19,3,0,43,42,.250,SS,A(Short)
9,NYY,20,147,Anthony Seigler,678011,79,11,21,3,0,1,.379,.721,.342,9,14,12,0,0,44,27,.266,C,ALL (2)
9,TOR,19,141,Miguel Hiraldo,677599,253,44,76,22,3,2,.362,.797,.435,36,24,42,18,6,93,110,.300,3B,ALL (2)
10,WSH,19,,Israel Pineda,672832,165,25,45,7,0,4,.341,.729,.388,24,12,35,0,0,86,64,.273,C,A(Short)
10,MIL,19,158,Joe Gray,669336,77,14,14,5,0,2,.347,.672,.325,9,18,25,6,0,38,25,.182,OF,ROK
10,CIN,22,113,Jameson Hannah,680683,86,14,24,4,1,1,.347,.731,.384,10,9,24,6,0,36,33,.279,OF,A(Short)
10,STL,24,138,Randy Arozarena,668227,358,64,98,21,0,12,.359,.792,.433,49,34,84,26,8,147,155,.274,CF,ALL (2)
10,COL,25,115,Yonathan Daza,602074,219,27,67,18,2,4,.330,.791,.461,29,7,24,4,5,94,101,.306,RF,AA
10,CLE,18,114,Brayan Rocchio,677587,242,40,81,12,4,2,.390,.832,.442,29,15,31,22,13,94,107,.335,SS,ALL (2)
10,SD,22,135,Owen Miller,680911,298,40,100,19,3,4,.386,.846,.460,33,19,41,4,4,119,137,.336,SS,ALL (2)
10,CWS,24,145,Zack Collins,641470,418,58,98,24,1,15,.382,.786,.404,68,101,158,5,0,179,169,.234,C,AA
10,TEX,20,140,Sherten Apostel,665947,176,35,49,8,0,8,.420,.880,.460,36,41,50,3,2,87,81,.278,3B,ALL (2)
10,OAK,20,133,Austin Beck,675648,493,58,146,29,4,2,.335,.718,.383,60,30,117,8,6,224,189,.296,CF,A(Full)
10,SEA,24,136,Kyle Lewis,641786,328,39,80,26,0,9,.306,.711,.405,52,28,87,1,0,162,133,.244,CF,ALL (2)
10,MIN,22,142,Ryan Jeffers,680777,241,48,83,17,0,7,.444,.946,.502,33,34,46,0,1,83,121,.344,C,ALL (2)
10,NYY,18,147,Everson Pereira,677592,167,21,44,8,2,3,.322,.711,.389,26,15,60,3,2,88,65,.263,OF,ROK
10,KC,20,118,Nick Pratto,668472,485,79,136,33,2,14,.343,.786,.443,62,45,150,22,5,176,215,.280,1B,A(Full)
10,BOS,18,111,Antoni Flores,677602,53,10,18,3,2,1,.435,.963,.528,14,9,8,0,1,15,28,.340,SS,ALL (2)
10,PIT,24,134,Will Craig,643269,480,73,119,30,3,20,.321,.769,.448,102,42,128,6,3,275,215,.248,3B,AA
10,SF,18,137,Luis Toribio,678681,215,44,58,13,1,10,.423,.902,.479,39,51,62,4,1,91,103,.270,SS,ROK
11,TEX,21,140,Anderson Tejeda,660731,467,76,121,17,5,19,.331,.770,.439,74,49,142,11,4,194,205,.259,SS,A(Adv)
11,SD,20,135,Hudson Potts,668888,484,71,126,35,1,19,.335,.790,.455,63,47,145,4,1,194,220,.260,3B,ALL (2)
11,ATL,22,144,Greyson Jenista,680571,223,33,59,9,4,4,.328,.723,.395,34,23,41,4,2,99,88,.265,1B,ALL (3)
11,CLE,24,114,Yu Chang,644374,457,56,117,28,2,13,.330,.741,.411,62,44,144,4,3,225,188,.256,SS,AAA
11,COL,22,115,Tyler Nevin,663527,378,59,124,25,1,13,.386,.889,.503,62,34,77,4,3,155,190,.328,3B,A(Adv)
11,STL,22,138,Julio Rodriguez,667372,291,26,75,15,2,8,.288,.693,.405,47,13,60,0,0,133,118,.258,C,A(Full)
11,OAK,20,133,Lazaro Armenteros,670860,292,43,81,8,2,8,.374,.775,.401,39,36,115,8,6,123,117,.277,LF,A(Full)
11,PHI,20,143,Simon Muzziotti,665922,300,35,75,12,2,1,.289,.602,.313,22,16,41,19,4,123,94,.250,CF,ALL (2)
11,BOS,19,111,Nick Decker,678006,4,1,1,1,0,0,.400,.900,.500,0,1,1,0,0,1,2,.250,OF,ROK
11,MIA,19,146,Jose Devers,672701,345,47,94,12,4,0,.313,.643,.330,26,16,49,13,6,120,114,.272,SS,ALL (2)
11,DET,22,116,Willi Castro,650489,497,67,131,29,4,9,.315,.707,.392,54,34,114,18,5,200,195,.264,SS,ALL (3)
11,ANA,19,108,Trent Deveaux,677575,166,20,33,5,0,1,.309,.556,.247,11,24,68,7,4,76,41,.199,CF,ROK
11,CWS,22,145,Micker Adolfo,650520,291,48,82,18,1,11,.369,.833,.464,50,34,92,2,1,128,135,.282,RF,A(Adv)
11,KC,21,118,Seuly Matias,665890,338,62,78,13,1,31,.303,.853,.550,63,24,131,6,0,152,186,.231,CF,A(Full)
11,PIT,23,134,Jared Oliva,666931,396,75,109,24,4,9,.354,.778,.424,47,40,91,33,8,144,168,.275,OF,A(Adv)
12,PHI,20,143,Jhailyn Ortiz,665560,405,51,91,18,2,13,.297,.672,.375,47,35,148,2,2,197,152,.225,RF,A(Full)
12,DET,19,116,Parker Meadows,678009,93,20,27,3,1,4,.377,.850,.473,10,10,31,3,1,35,44,.290,OF,ALL (2)
12,TOR,20,141,Alejandro Kirk,672386,206,31,73,10,1,10,.443,1.001,.558,57,33,21,2,0,89,115,.354,C,ROK
12,BOS,19,111,Brandon Howlett,680914,152,29,44,16,0,6,.402,.915,.513,27,28,41,1,1,74,78,.289,3B,ALL (2)
12,KC,23,118,Michael Gigliotti,669377,17,3,4,1,0,1,.435,.906,.471,2,6,5,1,0,4,8,.235,OF,A(Full)
12,NYY,18,147,Antonio Cabello,679737,159,26,49,9,5,5,.427,.949,.522,21,27,40,10,6,55,83,.308,C,ALL (2)
12,CWS,24,145,Luis Gonzalez,670768,482,85,148,40,5,14,.368,.866,.498,71,48,103,10,7,168,240,.307,OF,ALL (2)
12,SD,19,135,Tirso Ornelas,672359,309,45,78,13,3,8,.341,.733,.392,40,40,68,5,1,154,121,.252,OF,A(Full)
12,LA,23,119,DJ Peters,656847,491,79,116,23,3,29,.320,.793,.473,60,45,192,1,2,226,232,.236,CF,AA
12,TB,21,139,Josh Lowe,666139,399,62,95,25,3,6,.322,.683,.361,47,47,117,18,6,186,144,.238,3B,A(Adv)
13,DET,19,116,Wenceel Perez,672761,231,36,72,12,3,3,.363,.792,.429,31,19,34,13,5,86,99,.312,SS,ALL (3)
13,SD,19,135,Tucupita Marcano,672779,194,45,71,5,3,1,.450,.888,.438,26,30,16,15,7,82,85,.366,SS,ALL (2)
13,TEX,24,140,Nick Solak,669256,478,91,135,17,3,19,.384,.834,.450,76,68,112,21,6,209,215,.282,2B,AA
13,TOR,23,141,Kevin Smith,675656,523,93,158,31,6,25,.358,.886,.528,93,40,121,29,6,275,276,.302,SS,ALL (2)
13,MIA,22,146,Lewin Diaz,650331,294,21,66,11,3,6,.255,.599,.344,35,10,56,1,0,161,101,.224,1B,A(Adv)
13,CWS,23,145,Gavin Sheets,657757,437,58,128,28,2,6,.368,.775,.407,61,52,81,1,0,182,178,.293,1B,A(Adv)
13,COL,26,115,Josh Fuentes,658069,551,93,180,39,12,14,.354,.871,.517,95,21,103,3,5,237,285,.327,3B,AAA
13,PHI,20,143,Rafael Marchan,665561,196,28,59,8,2,0,.343,.705,.362,12,11,18,9,6,65,71,.301,C,A(Short)
13,TB,21,139,Moises Gomez,664332,471,67,132,34,7,19,.328,.831,.503,82,34,137,4,3,253,237,.280,CF,A(Full)
13,LAD,21,,Jacob Amaya,676070,225,54,70,10,3,4,.432,.868,.436,29,47,47,14,7,87,98,.311,SS,ALL (2)
13,BAL,22,110,Ryan McKenna,663630,470,95,148,26,4,11,.410,.867,.457,53,66,101,9,7,175,215,.315,CF,ALL (2)
14,SEA,26,136,Braden Bishop,623323,345,70,98,20,0,8,.361,.773,.412,33,37,68,5,2,127,142,.284,CF,AA
14,CHC,20,112,Christopher Morel,666624,204,27,44,8,0,3,.264,.563,.299,20,11,57,1,5,93,61,.216,SS,ALL (2)
14,STL,23,138,Edmundo Sosa,624641,454,66,122,30,1,12,.314,.733,.419,59,23,95,6,4,194,190,.269,2B,ALL (3)
14,TB,19,139,Nick Schnell,678010,67,8,16,4,1,1,.378,.751,.373,4,14,23,2,6,36,25,.239,OF,ROK
14,PHI,22,143,Nick Maton,665155,406,52,104,26,5,8,.330,.734,.404,51,43,103,5,3,187,164,.256,SS,A(Full)
14,BAL,20,110,Adam Hall,647228,222,35,65,9,3,1,.368,.742,.374,24,17,58,22,5,86,83,.293,SS,A(Short)
14,SD,19,135,Gabriel Arias,672356,455,54,109,27,3,6,.302,.654,.352,55,41,149,3,3,221,160,.240,SS,A(Full)
14,MIN,23,142,Nick Gordon,624503,544,62,135,23,7,7,.298,.653,.355,49,34,109,20,5,218,193,.248,SS,ALL (2)
14,TOR,18,141,Leonardo Jimenez,677870,132,13,33,8,2,0,.333,.674,.341,19,16,17,0,0,84,45,.250,SS,ROK
15,PIT,20,134,Lolo Sanchez,665975,378,57,92,18,1,4,.322,.650,.328,34,41,72,30,13,155,124,.243,CF,A(Full)
15,SEA,24,136,Shed Long,643418,452,75,118,22,5,12,.353,.765,.412,56,57,123,19,6,167,186,.261,2B,AA
15,LA,21,119,Omar Estevez,666784,515,87,143,43,2,15,.336,.792,.456,84,45,138,3,1,248,235,.278,2B,A(Adv)
15,TOR,22,141,Griffin Conine,665052,214,25,52,15,2,7,.314,.744,.430,33,20,65,5,0,86,92,.243,OF,ALL (2)
15,CIN,24,113,Jose Siri,642350,372,57,89,17,11,13,.294,.743,.449,43,28,123,23,6,139,167,.239,CF,ALL (2)
15,HOU,26,117,Garrett Stubbs,596117,297,60,92,19,6,4,.382,.837,.455,38,35,53,6,0,151,135,.310,C,AAA
15,DET,23,116,Sergio Alcantara,642727,442,53,120,18,3,1,.335,.668,.333,37,42,95,8,5,189,147,.271,SS,AA
15,KC,23,118,Brewer Hicklen,676551,377,70,109,22,3,18,.357,.864,.507,68,28,124,35,6,158,191,.289,OF,ALL (2)
15,STL,24,138,Justin Williams,642211,426,49,107,21,0,11,.306,.684,.378,57,30,98,4,4,180,161,.251,RF,ALL (3)
15,OAK,22,133,Jeremy Eierman,663369,247,36,58,8,2,8,.283,.664,.381,26,13,70,10,4,132,94,.235,SS,A(Short)
15,MIA,19,146,Connor Scott,669002,179,19,39,3,4,1,.309,.605,.296,13,24,56,9,8,68,53,.218,OF,ALL (2)
15,MIL,24,158,Lucas Erceg,668674,463,52,115,21,1,13,.306,.688,.382,51,37,82,3,1,204,177,.248,3B,AA
16,PIT,24,134,Jason Martin,641829,468,69,128,18,8,13,.337,.766,.429,55,45,113,12,12,176,201,.274,CF,ALL (2)
16,STL,18,138,Malcom Nunez,682650,164,44,68,16,2,13,.497,1.271,.774,59,26,29,3,0,65,127,.415,3B,ROK
