rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
16,SF,21,137,Sandro Fabian,660758,406,47,81,19,1,10,.260,.585,.325,35,26,107,1,2,186,132,.200,RF,A(Adv)
16,LA,19,119,Miguel Vargas,678246,200,35,66,15,3,2,.404,.869,.465,30,23,36,7,1,90,93,.330,3B,ALL (3)
16,HOU,20,117,Luis Santana,670919,204,34,71,13,0,4,.446,.917,.471,35,27,23,8,3,89,96,.348,2B,ROK
16,CIN,23,113,Stuart Fairchild,656413,455,65,120,26,6,9,.344,.751,.407,57,48,128,23,6,221,185,.264,OF,ALL (2)
16,OAK,25,133,Skye Bolt,621450,454,69,118,26,7,19,.347,.821,.474,69,58,122,19,4,184,215,.260,CF,ALL (2)
16,MIL,22,158,Payton Henry,668721,337,44,79,15,2,10,.327,.707,.380,41,38,124,1,3,158,128,.234,C,A(Full)
16,ANA,19,108,Livan Soto,670869,172,31,50,10,0,0,.385,.734,.349,11,24,24,9,3,63,60,.291,SS,ROK
16,CLE,24,114,Daniel Johnson,669288,376,51,101,19,7,7,.327,.739,.412,35,25,92,22,4,153,155,.269,RF,ALL (2)
17,SD,23,135,Edward Olivares,658668,531,79,147,25,10,12,.321,.750,.429,62,29,102,21,8,176,228,.277,RF,A(Adv)
17,NYM,22,121,Ali Sanchez,645305,328,37,87,20,1,6,.294,.681,.387,38,15,38,2,2,128,127,.265,C,ALL (2)
17,PHI,21,143,Rodolfo Duran,660710,311,44,81,17,1,18,.304,.799,.495,46,20,75,1,1,126,154,.260,C,A(Full)
17,TEX,19,140,Jonathan Ornelas,680716,172,34,52,10,4,3,.389,.848,.459,28,25,41,15,5,71,79,.302,SS,ROK
17,ARI,20,109,Blaze Alexander,677942,210,52,69,19,5,5,.417,.955,.538,42,31,52,10,3,84,113,.329,SS,ALL (2)
17,OAK,24,133,Greg Deichmann,656364,204,27,44,16,2,7,.294,.711,.417,28,22,71,0,1,101,85,.216,1B,ALL (2)
17,LA,22,119,Devin Mann,669471,229,26,55,13,1,2,.348,.680,.332,30,35,53,7,5,98,76,.240,2B,ALL (2)
17,HOU,24,117,Ronnie Dawson,669008,446,69,115,24,2,16,.333,.761,.428,63,45,130,35,14,170,191,.258,LF,ALL (2)
17,MIL,19,158,Micah Bello,677295,154,25,37,4,3,1,.324,.649,.325,15,18,41,10,1,55,50,.240,OF,ROK
17,MIN,21,142,Akil Baddoo,668731,437,83,106,22,11,11,.351,.770,.419,40,74,124,24,5,163,183,.243,RF,A(Full)
17,DET,23,116,Kody Clemens,665019,191,24,55,12,2,5,.365,.815,.450,20,23,39,4,1,64,86,.288,2B,ALL (2)
17,BOS,23,111,Marcus Wilson,657129,447,60,105,26,2,10,.309,.678,.369,48,44,141,16,6,193,165,.235,CF,A(Adv)
17,KC,25,118,Kelvin Gutierrez,642721,472,65,130,14,6,11,.329,.729,.400,66,36,108,20,4,242,189,.275,3B,ALL (2)
18,LA,25,119,Edwin Rios,621458,309,45,94,25,0,10,.355,.837,.482,55,23,110,0,1,126,149,.304,3B,AAA
18,SD,20,135,Esteury Ruiz,665923,439,63,111,20,5,12,.324,.727,.403,53,38,141,49,11,220,177,.253,2B,A(Full)
18,CIN,25,113,Alfredo Rodriguez,670895,157,19,33,8,1,2,.273,.585,.312,15,11,32,4,0,84,49,.210,SS,ALL (3)
18,WAS,24,120,Tres Barrera,668663,259,36,68,14,0,6,.334,.720,.386,24,22,53,3,0,112,100,.263,C,A(Adv)
18,TB,25,139,Jake Cronenworth,630105,443,79,112,21,4,4,.321,.666,.345,52,44,74,22,3,184,153,.253,SS,ALL (2)
18,ATL,23,144,Trey Harris,674677,189,34,57,18,2,1,.409,.843,.434,29,28,26,7,3,84,82,.302,2B,ALL (2)
18,MIL,19,158,Pablo Abreu,672764,208,33,52,14,0,7,.335,.753,.418,33,28,61,9,1,99,87,.250,OF,ROK
18,HOU,23,117,J.J. Matijevic,656695,383,66,106,26,4,22,.350,.888,.538,62,44,113,13,13,136,206,.277,1B,ALL (2)
18,ARI,18,109,Liover Peguero,678894,147,22,38,3,3,1,.311,.651,.340,21,11,29,7,3,76,50,.259,SS,ALL (2)
18,KC,23,118,Kevin Merrell,656736,296,45,86,10,6,0,.335,.700,.365,25,19,70,7,5,108,108,.291,SS,ALL (3)
18,MIA,21,146,Jerar Encarnacion,666464,237,33,56,14,2,4,.269,.632,.363,26,9,80,1,1,94,86,.236,RF,ALL (2)
18,BOS,18,111,Danny Diaz,677596,105,17,25,7,0,6,.283,.759,.476,27,5,27,0,3,49,50,.238,3B,ROK
18,TEX,18,140,Osleivis Basabe,678545,192,37,66,16,3,1,.414,.888,.474,34,23,25,12,6,84,91,.344,SS,ROK
18,CLE,21,114,Will Benson,666181,416,54,75,11,1,22,.324,.694,.370,58,82,152,12,6,200,154,.180,RF,A(Full)
19,TB,23,139,Taylor Walls,670764,467,87,142,28,6,6,.393,.821,.428,57,66,80,31,12,176,200,.304,SS,A(Full)
19,SD,19,135,Jeisson Rosario,671271,436,79,118,17,5,3,.368,.721,.353,34,66,108,18,12,165,154,.271,OF,A(Full)
19,CIN,22,113,Andy Sugilio,650443,363,34,101,14,4,5,.308,.688,.380,45,17,61,12,7,140,138,.278,CF,A(Full)
19,KC,23,118,Emmanuel Rivera,656896,401,49,110,25,7,6,.326,.742,.416,63,30,65,3,2,217,167,.274,3B,ALL (2)
19,PIT,20,134,Mason Martin,676733,373,58,82,18,1,14,.336,.722,.386,58,60,149,3,3,176,144,.220,1B,ALL (2)
19,PHI,23,143,Deivy Grullon,620453,326,36,89,14,1,21,.310,.825,.515,59,18,81,0,0,153,168,.273,C,AA
19,MIN,19,142,Yunior Severino,670870,198,32,52,8,0,8,.321,.745,.424,28,17,52,0,1,87,84,.263,SS,ROK
19,OAK,19,133,Jordan Diaz,672478,159,23,44,11,2,1,.371,.761,.390,25,19,22,0,2,92,62,.277,3B,ROK
19,ATL,23,144,CJ Alexander,680769,196,21,69,8,7,2,.429,.924,.495,27,27,42,4,2,97,97,.352,3B,ALL (3)
19,ARI,18,109,Wilderd Patino,679741,111,14,29,6,0,0,.391,.706,.315,9,16,24,6,5,45,35,.261,CF,ALL (2)
19,WAS,22,120,Gage Canning,663561,166,28,42,12,3,6,.319,.789,.470,23,16,54,2,2,79,78,.253,OF,ALL (2)
19,BOS,20,111,Nicholas Northcut,678021,166,16,37,10,0,2,.303,.622,.319,25,16,55,0,0,96,53,.223,3B,ALL (2)
20,SF,21,137,Franklin Labour,665780,130,23,35,14,2,1,.379,.810,.431,20,18,40,7,1,69,56,.269,LF,ROK
20,MIN,21,142,Jose Miranda,669304,503,61,133,27,1,16,.319,.736,.417,82,31,62,0,3,220,210,.264,SS,ALL (2)
20,NYM,18,121,Adrian Hernandez,677600,249,50,65,12,2,5,.351,.737,.386,34,17,52,9,5,127,96,.261,OF,ROK
20,CIN,24,113,TJ Friedl,670770,489,87,139,20,7,5,.381,.765,.384,51,66,100,30,9,164,188,.284,CF,ALL (2)
20,TB,22,139,Lucius Fox,665650,455,68,122,20,2,3,.351,.692,.341,39,50,99,29,9,171,155,.268,SS,ALL (2)
20,MIL,18,158,Carlos Rodriguez,677578,237,42,77,13,1,2,.363,.777,.414,33,9,20,14,9,84,98,.325,CF,ALL (2)
20,TOR,25,141,Anthony Alford,546990,414,57,96,23,1,5,.309,.638,.329,37,35,129,18,8,178,136,.232,LF,ALL (3)
20,MIA,19,146,Will Banfield,677943,130,12,31,8,1,3,.308,.693,.385,18,11,43,0,1,52,50,.238,C,ALL (2)
20,SEA,21,136,Joe Rizzo,666143,461,46,111,21,2,4,.303,.624,.321,55,40,108,6,1,220,148,.241,3B,A(Adv)
21,TOR,22,141,Chavez Young,669945,470,88,134,33,9,8,.363,.808,.445,57,58,100,44,13,182,209,.285,CF,A(Full)
21,BAL,22,110,Cadyn Grenier,663760,162,23,35,12,2,1,.297,.630,.333,13,17,53,3,2,64,54,.216,SS,A(Full)
21,ATL,22,144,AJ Graffanino,664690,170,21,54,8,0,1,.344,.726,.382,17,9,27,5,3,51,65,.318,SS,ALL (2)
21,CIN,24,113,Michael Beltre,642461,353,55,98,13,8,5,.397,.799,.402,37,69,85,22,5,126,142,.278,LF,ALL (2)
21,CHC,20,112,Nelson Velazquez,676369,376,41,87,19,2,11,.299,.679,.380,40,30,124,15,4,175,143,.231,OF,ALL (2)
21,OAK,24,133,Jonah Heim,641680,449,57,116,25,1,8,.319,.691,.372,60,39,82,3,1,222,167,.258,C,ALL (2)
21,SF,25,137,Chris Shaw,622046,448,57,112,23,2,25,.304,.782,.478,72,28,167,1,0,207,214,.250,LF,ALL (2)
21,MIN,20,142,Gilberto Celestino,665482,244,31,70,12,1,5,.341,.747,.406,34,16,46,22,2,98,99,.287,CF,ALL (3)
21,NYM,22,121,Carlos Cortes,666126,178,26,47,5,2,4,.338,.720,.382,24,17,34,1,0,74,68,.264,2B,A(Short)
22,ANA,26,108,Jared Walsh,665120,476,86,132,34,1,29,.359,.895,.536,99,61,154,1,1,225,255,.277,1B,ALL (3)
22,PHI,21,143,Arquimedes Gamboa,660614,434,49,93,14,4,2,.304,.583,.279,37,53,111,6,4,181,121,.214,SS,A(Adv)
22,MIL,18,158,Larry Ernesto,677598,223,42,55,15,2,5,.300,.699,.399,22,15,74,9,5,92,89,.247,OF,ALL (2)
22,PIT,20,134,Rodolfo Castro,666801,385,47,89,19,4,12,.278,.673,.395,50,26,100,6,3,159,152,.231,SS,A(Full)
22,COL,22,115,Niko Decolati,680719,263,55,86,15,3,11,.414,.946,.532,56,34,56,17,5,104,140,.327,OF,ROK
22,SF,20,137,Ricardo Genoves,665648,177,22,43,9,0,1,.328,.639,.311,13,14,39,0,0,97,55,.243,C,A(Short)
22,NYY,21,147,Josh Breaux,677007,108,6,29,9,0,0,.289,.641,.352,13,4,21,0,0,45,38,.269,C,ALL (2)
23,NYY,19,147,Ryder Green,680685,79,11,16,2,2,3,.316,.708,.392,10,11,35,3,2,31,31,.203,OF,ROK
23,ANA,19,108,Kevin Maitan,670867,262,42,65,13,1,8,.306,.703,.397,26,19,66,1,2,99,104,.248,SS,ROK
23,BAL,25,110,DJ Stewart,621466,461,67,109,27,2,15,.330,.731,.401,65,58,115,13,5,207,185,.236,LF,ALL (2)
23,ARI,25,109,Andy Young,670370,432,61,125,13,3,21,.379,.858,.479,58,38,85,4,2,188,207,.289,2B,ALL (2)
23,TEX,19,140,Randy Florentino,678594,191,48,59,18,5,6,.454,1.004,.550,35,53,51,8,8,114,105,.309,C,ROK
23,NYM,24,121,Will Toffey,657780,298,40,74,20,0,9,.374,.780,.406,51,59,85,2,0,159,121,.248,3B,ALL (2)
23,MIA,18,146,Osiris Johnson,677341,188,16,47,11,2,3,.276,.654,.378,19,5,53,7,4,72,71,.250,SS,ALL (2)
23,LA,22,119,Cristian Santana,655996,548,75,150,23,0,24,.302,.749,.447,109,20,143,2,2,261,245,.274,3B,A(Adv)
23,TB,22,139,Tanner Dodson,663541,198,30,54,7,3,2,.344,.713,.369,19,20,34,8,3,86,73,.273,OF,A(Short)
23,PHI,21,143,Daniel Brito,660684,421,41,106,18,4,4,.307,.649,.342,38,33,83,16,7,164,144,.252,2B,ALL (2)
23,SEA,18,136,Juan Querecuto,677603,243,37,59,8,2,3,.331,.660,.329,29,25,54,3,6,95,80,.243,SS,ROK
23,STL,19,138,Mateo Gil,680771,171,27,43,6,1,1,.340,.656,.316,20,20,51,2,2,70,54,.251,SS,ROK
23,ATL,22,144,Justin Dean,681909,243,48,69,10,9,1,.381,.793,.412,23,33,59,16,9,105,100,.284,OF,ALL (2)
23,SF,26,137,Aramis Garcia,605244,402,49,97,16,1,15,.288,.686,.398,46,24,119,0,1,200,160,.241,C,ALL (3)
24,STL,22,138,Conner Capel,668843,439,58,113,23,4,7,.341,.717,.376,63,56,102,15,11,192,165,.257,CF,ALL (2)
24,ATL,24,144,Riley Delgado,676629,486,50,153,24,0,2,.367,.744,.377,56,29,48,1,0,170,183,.315,SS,ALL (2)
24,BAL,23,110,Rylan Bannon,676625,436,74,120,23,6,22,.389,.896,.507,72,81,127,4,4,201,221,.275,3B,ALL (2)
24,MIN,23,142,Travis Blankenhorn,663905,442,52,102,24,6,11,.299,.686,.387,57,34,127,6,4,193,171,.231,3B,A(Adv)
25,OAK,22,133,Alfonso Rivas,663845,214,33,61,16,1,1,.397,.780,.383,28,36,44,7,4,94,82,.285,1B,A(Short)
25,SD,24,135,Buddy Reed,642002,494,75,134,28,7,13,.319,.754,.435,62,36,147,51,10,177,215,.271,CF,ALL (2)
25,CIN,21,113,Mariel Bautista,660647,209,43,69,12,4,8,.386,.927,.541,37,16,29,16,3,105,113,.330,CF,ROK
25,CWS,26,145,Seby Zavala,664874,380,50,98,22,0,13,.317,.735,.418,51,33,109,0,2,197,159,.258,C,ALL (2)
25,ATL,23,144,Alex Jackson,656577,333,42,67,23,3,8,.286,.646,.360,41,32,120,0,0,179,120,.201,C,ALL (2)
25,HOU,21,117,Jonathan Arauz,660620,437,56,100,21,9,8,.305,.678,.373,47,46,74,8,8,201,163,.229,SS,ALL (2)
25,TOR,24,141,Reese McGuire,624512,353,36,84,12,2,9,.314,.674,.360,41,35,86,4,2,140,127,.238,C,ALL (2)
25,SEA,24,136,Dom Thompson-Williams,657779,368,63,110,17,4,22,.363,.909,.546,74,33,102,20,9,153,201,.299,CF,ALL (2)
25,TEX,23,140,Julio Pablo Martinez,679881,256,59,68,10,6,9,.378,.835,.457,24,43,76,13,9,116,117,.266,CF,ALL (2)
25,WAS,21,120,Gilbert Lara,658677,430,45,107,26,2,5,.281,.634,.353,46,18,94,1,2,165,152,.249,SS,A(Full)
25,CLE,18,114,Jose Tena,677588,195,28,61,8,4,1,.367,.777,.410,23,15,29,10,7,78,80,.313,SS,ROK
25,ANA,21,108,Leonardo Rivas,660844,462,64,108,17,7,5,.354,.687,.333,37,84,140,16,10,172,154,.234,SS,ALL (2)
25,BAL,24,110,Mason McCoy,669200,482,66,128,18,10,4,.331,.700,.369,47,45,95,13,2,199,178,.266,SS,A(Full)
25,MIA,24,146,Brian Miller,675649,518,57,153,21,5,0,.338,.693,.355,43,32,66,40,13,189,184,.295,OF,ALL (2)
25,COL,20,115,Daniel Montano,665914,284,36,75,17,5,5,.328,.740,.412,37,26,62,11,5,133,117,.264,CF,ALL (2)
25,NYY,19,147,Anthony Garcia,678803,193,25,42,8,4,10,.300,.756,.456,24,23,88,3,0,91,88,.218,RF,ALL (3)
26,ATL,22,144,Logan Brown,682204,114,13,31,5,0,3,.346,.741,.395,16,11,16,0,1,48,45,.272,C,ROK
26,TOR,21,141,Samad Taylor,669392,460,67,105,32,7,9,.319,.706,.387,53,57,99,44,16,224,178,.228,2B,A(Full)
26,STL,22,138,Luken Baker,663609,163,26,52,11,0,4,.386,.846,.460,22,19,35,0,0,69,75,.319,1B,ALL (2)
26,SD,20,135,Blake Hunt,675448,207,34,56,13,0,3,.371,.748,.377,25,27,56,2,1,96,78,.271,C,A(Short)
26,CLE,23,114,Ernie Clement,676391,419,72,121,26,2,2,.358,.733,.375,33,41,35,18,10,152,157,.289,2B,ALL (3)
26,MIA,22,146,Tristan Pompey,659407,184,26,55,9,0,3,.408,.805,.397,23,32,47,10,5,69,73,.299,OF,ALL (3)
26,NYM,25,121,Patrick Mazeika,664850,295,32,68,12,0,9,.328,.691,.363,39,39,35,0,0,176,107,.231,C,AA
26,CWS,25,145,Danny Mendick,664901,453,62,112,25,0,14,.340,.735,.395,59,57,90,20,10,189,179,.247,SS,AA
26,MIL,25,158,Tyrone Taylor,621438,446,73,124,23,9,20,.321,.825,.504,80,27,74,13,4,190,225,.278,CF,AAA
26,ARI,26,109,Kevin Cron,605196,392,57,121,28,1,22,.368,.922,.554,97,36,100,1,0,178,217,.309,1B,AAA
26,NYY,20,147,Canaan Smith,675986,152,13,29,8,1,3,.281,.597,.316,16,19,52,0,0,61,48,.191,CF,A(Short)
26,WAS,24,120,Cole Freeman,670106,447,78,119,32,3,3,.354,.725,.371,43,47,59,26,8,168,166,.266,2B,A(Full)
26,ANA,24,108,Michael Hermosillo,641684,330,50,85,18,4,13,.344,.799,.455,47,33,104,10,6,127,150,.258,RF,ALL (2)
27,WAS,22,120,Telmito Agustin,648739,275,38,75,12,3,6,.338,.742,.404,35,25,63,8,3,128,111,.273,LF,ALL (2)
27,ARI,20,109,Buddy Kennedy,671083,226,46,74,17,1,4,.396,.861,.465,32,26,34,2,0,102,105,.327,3B,ROK
27,TB,22,139,Tyler Frank,667611,177,37,51,14,1,2,.425,.837,.412,22,33,28,3,3,83,73,.288,SS,A(Short)
27,TOR,23,141,Riley Adams,656180,349,49,86,26,1,4,.352,.713,.361,43,50,93,3,0,170,126,.246,C,A(Adv)
27,HOU,22,117,Ross Adolph,680244,232,47,64,9,12,7,.348,.857,.509,35,21,52,14,3,89,118,.276,OF,A(Short)
27,SF,24,137,Abiatal Avelino,623214,488,68,138,13,8,15,.328,.762,.434,67,32,104,27,6,210,212,.283,SS,ALL (4)
27,OAK,19,133,Marcos Brito,670862,212,29,51,5,1,1,.325,.613,.288,20,27,50,7,6,92,61,.241,SS,A(Short)
27,NYM,22,121,Desmond Lindsay,663664,314,31,70,13,5,3,.317,.642,.325,33,40,96,9,7,132,102,.223,CF,ALL (2)
27,DET,24,116,Jacob Robson,615699,482,82,142,29,4,11,.376,.816,.440,47,62,140,18,10,158,212,.295,CF,ALL (2)
27,MIL,21,158,Korry Howell,676759,103,15,32,4,0,0,.398,.748,.350,6,14,24,12,4,53,36,.311,SS,ROK
28,MIN,20,142,Gabriel Maciel,670622,397,60,111,14,2,3,.345,.693,.348,23,35,71,16,10,159,138,.280,CF,ALL (2)
28,CLE,19,114,Raynel Delgado,669384,173,34,53,10,0,1,.409,.791,.382,21,30,44,10,2,66,66,.306,3B,ROK
28,SEA,25,136,Donnie Walton,622268,425,57,116,26,4,4,.365,.746,.381,41,51,71,11,4,186,162,.273,2B,ALL (2)
28,NYM,22,121,Luis Carpio,650700,393,39,86,21,0,12,.290,.654,.364,40,41,81,9,9,171,143,.219,2B,ALL (2)
28,HOU,25,117,Taylor Jones,622100,452,61,127,32,2,18,.374,.854,.480,80,61,124,2,0,197,217,.281,1B,ALL (2)
28,ATL,20,144,Jefrey Ramos,671191,469,57,115,24,6,16,.290,.714,.424,69,27,89,2,0,201,199,.245,LF,A(Full)
28,MIL,19,158,Je'Von Ward,669219,238,40,73,13,2,2,.391,.794,.403,21,32,57,13,5,79,96,.307,OF,ROK
28,CHC,25,112,Trent Giambrone,623508,398,56,100,20,2,17,.333,.773,.440,49,46,89,26,9,185,175,.251,2B,AA
28,PHI,22,143,Cornelius Randolph,663524,410,52,99,18,0,5,.324,.646,.322,40,48,92,3,3,191,132,.241,LF,AA
28,DET,23,116,Derek Hill,656537,343,45,82,9,3,4,.307,.625,.318,33,33,109,35,12,166,109,.239,CF,A(Adv)
28,COL,24,115,Roberto Ramos,657733,413,70,111,24,3,32,.368,.942,.574,77,58,140,5,2,189,237,.269,1B,ALL (2)
28,LA,23,119,Connor Wong,657136,383,64,103,20,2,19,.350,.830,.480,60,38,138,6,2,170,184,.269,C,A(Adv)
28,ARI,22,109,Jake McCarthy,664983,219,34,63,17,4,3,.375,.818,.443,22,23,41,21,8,88,97,.288,OF,ALL (2)
29,DET,23,116,Troy Stokes Jr.,657011,467,74,109,23,6,19,.343,.773,.430,58,65,147,19,2,171,201,.233,LF,AA
29,ARI,25,109,Josh Rojas,668942,480,84,126,34,6,8,.351,.759,.408,55,68,89,38,14,214,196,.263,2B,ALL (2)
29,STL,25,138,Ramon Urias,602104,310,48,93,28,0,13,.356,.872,.516,44,24,58,1,2,133,160,.300,2B,ALL (2)
29,PIT,19,134,Jack Herman,681075,141,28,48,9,3,2,.435,.924,.489,22,23,24,2,2,77,69,.340,OF,ROK
29,CWS,19,145,Luis Mieses,672635,195,19,44,10,2,2,.236,.564,.328,26,4,35,3,0,121,64,.226,OF,ROK
29,CIN,24,113,Nick Longhi,641802,266,28,65,14,0,2,.299,.619,.320,36,15,65,1,0,116,85,.244,1B,ALL (2)
29,TEX,25,140,Eli White,642201,504,81,154,30,8,9,.388,.838,.450,55,62,116,18,9,195,227,.306,SS,AA
29,BAL,21,110,JC Encarnacion,669792,462,55,126,27,7,12,.298,.737,.439,64,16,134,5,5,211,203,.273,3B,ALL (2)
29,KC,22,118,Gabriel Cancel,663708,455,54,118,31,1,8,.316,.701,.385,73,35,91,7,4,225,175,.259,2B,A(Adv)
29,CHC,18,112,Pedro Martinez,680932,197,37,61,3,5,2,.398,.804,.406,25,26,26,31,9,73,80,.310,SS,ROK
30,CWS,19,145,Lenyn Sosa,672820,276,44,81,13,3,4,.317,.723,.406,35,7,36,2,2,101,112,.293,3B,ROK
30,STL,24,138,Max Schrock,621011,417,41,104,22,0,4,.296,.627,.331,42,24,36,10,5,156,138,.249,2B,AAA
30,MIN,21,142,Ben Rortvedt,666163,317,34,83,16,3,5,.331,.710,.379,43,31,64,1,0,155,120,.262,C,ALL (2)
30,WAS,20,120,Justin Connell,676667,116,21,29,2,0,1,.369,.662,.293,10,21,20,8,4,56,34,.250,OF,ALL (2)
30,ARI,24,109,Domingo Leyba,642736,320,43,86,17,2,5,.344,.725,.381,30,35,46,5,2,158,122,.269,SS,AA
30,COL,19,115,Eddy Diaz,677647,181,57,56,13,5,0,.417,.853,.436,24,31,17,54,8,62,79,.309,SS,ROK
30,NYY,19,147,Oswald Peraza,672724,140,25,35,3,2,1,.333,.654,.321,11,14,41,8,1,56,45,.250,SS,ROK
30,BAL,24,110,Brett Cumberland,656340,340,47,76,15,0,14,.350,.741,.391,46,57,102,0,1,147,133,.224,C,ALL (3)
