rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
13,CWS,23,145,Gavin Sheets,657757,204,19,57,12,0,4,.365,.762,.397,28,23,34,0,0,78,81,.279,1B,ALL (2)
13,COL,26,115,Josh Fuentes,658069,414,48,127,28,7,15,.352,.869,.517,72,24,92,8,5,182,214,.307,3B,AA
13,PHI,20,143,Rafael Marchan,665561,84,10,20,5,0,0,.290,.588,.298,10,4,8,1,0,36,25,.238,C,ROK
13,TB,21,139,Moises Gomez,664332,211,37,58,11,0,5,.328,.726,.398,28,13,52,10,1,109,84,.275,CF,ROK
13,LAD,21,,Jacob Amaya,676070,118,17,30,4,1,2,.364,.720,.356,14,19,25,4,2,58,42,.254,SS,ROK
13,BAL,22,110,Ryan McKenna,663630,468,62,120,33,2,7,.331,.711,.380,42,43,128,20,2,175,178,.256,CF,A(Full)
14,SEA,26,136,Braden Bishop,623323,480,89,147,34,4,3,.393,.806,.413,43,60,80,22,5,154,198,.306,CF,ALL (2)
14,CHC,20,112,Christopher Morel,666624,223,44,49,6,2,7,.332,.691,.359,40,35,37,23,10,133,80,.220,SS,ROK
14,STL,23,138,Edmundo Sosa,624641,219,32,63,11,1,1,.332,.693,.361,16,14,36,3,0,94,79,.288,2B,ALL (3)
14,PHI,22,143,Nick Maton,665155,210,34,53,9,1,2,.350,.683,.333,13,30,47,10,5,65,70,.252,SS,A(Short)
14,BAL,20,110,Adam Hall,647228,9,4,6,1,1,0,.667,1.667,1.000,2,0,2,1,0,1,9,.667,SS,ROK
14,SD,19,135,Gabriel Arias,672356,215,26,57,7,3,0,.312,.638,.326,17,12,67,5,6,99,70,.265,SS,ALL (2)
14,MIN,23,142,Nick Gordon,624503,519,80,140,29,8,9,.341,.749,.408,66,53,134,13,7,189,212,.270,SS,AA
15,PIT,20,134,Lolo Sanchez,665975,204,42,58,11,2,4,.359,.776,.417,20,21,19,14,7,89,85,.284,CF,ROK
15,SEA,24,136,Shed Long,643418,388,50,109,22,3,16,.358,.835,.477,50,46,94,9,4,143,185,.281,2B,ALL (2)
15,LA,21,119,Omar Estevez,666784,457,56,117,24,3,4,.309,.657,.348,47,33,97,2,2,193,159,.256,2B,A(Adv)
15,CIN,24,113,Jose Siri,642350,498,92,146,24,11,24,.341,.871,.530,76,33,130,46,12,167,264,.293,CF,A(Full)
15,HOU,26,117,Garrett Stubbs,596117,340,47,79,18,0,4,.328,.649,.321,37,43,59,11,0,178,109,.232,C,ALL (2)
15,DET,23,116,Sergio Alcantara,642727,466,62,124,19,3,3,.334,.673,.339,35,48,80,15,13,171,158,.266,SS,ALL (2)
15,KC,23,118,Brewer Hicklen,676551,156,38,50,11,5,4,.409,.941,.532,23,18,46,16,4,82,83,.321,OF,ALL (2)
15,STL,24,138,Justin Williams,642211,366,53,110,21,3,14,.364,.853,.489,72,37,69,6,2,165,179,.301,RF,AA
15,MIL,24,158,Lucas Erceg,668674,506,68,131,35,1,15,.310,.731,.421,83,36,96,2,3,230,213,.259,3B,ALL (2)
16,PIT,24,134,Jason Martin,641829,474,72,132,35,5,18,.332,.819,.487,66,39,124,16,11,179,231,.278,CF,ALL (2)
16,SF,21,137,Sandro Fabian,660758,480,51,133,30,0,11,.297,.705,.408,61,10,88,5,4,183,196,.277,RF,A(Full)
16,HOU,20,117,Luis Santana,670919,237,47,77,12,8,3,.430,.911,.481,52,34,22,16,4,144,114,.325,2B,ROK
16,CIN,23,113,Stuart Fairchild,656413,204,36,62,5,4,3,.393,.805,.412,23,19,35,12,4,84,84,.304,OF,ROK
16,OAK,25,133,Skye Bolt,621450,432,76,105,24,7,15,.327,.762,.435,66,53,134,9,8,181,188,.243,CF,A(Adv)
16,MIL,22,158,Payton Henry,668721,207,38,50,17,1,7,.344,.779,.435,33,30,69,1,0,102,90,.242,C,ROK
16,ANA,19,108,Livan Soto,670869,173,24,39,5,0,0,.332,.586,.254,14,27,26,7,3,77,44,.225,SS,ROK
16,CLE,24,114,Daniel Johnson,669288,497,83,148,29,4,22,.356,.861,.505,72,35,100,22,11,193,251,.298,RF,ALL (2)
17,SD,23,135,Edward Olivares,658668,494,93,133,27,10,17,.327,.795,.468,72,30,99,20,9,257,231,.269,RF,ALL (2)
