rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev
19,DET,22,116,674042,Paul Richan,22,1.25,123.2,135,64,55,20,115,12,371,515,,4.00,0,0,0,12,7,ALL (2)
19,BAL,19,110,680723,Drew Rom,21,1.22,95.1,83,36,31,33,122,5,286,402,,2.93,1,0,3,6,3,A(Full)
19,STL,23,138,675965,Griffin Roberts,15,1.74,65.2,79,53,47,35,36,3,197,316,,6.44,0,0,0,1,7,A(Adv)
19,SEA,22,136,680702,Joey Gerber,44,1.17,48.2,38,18,14,19,69,2,146,204,,2.59,8,5,1,1,4,ALL (2)
20,STL,24,138,682418,Tommy Parsons,27,1.09,165.2,153,70,65,27,148,30,497,666,,3.53,0,0,0,11,9,ALL (4)
20,CHC,18,112,682620,Richard Gallardo,13,1.40,34.1,34,16,15,14,25,1,103,150,,3.93,0,0,0,0,2,ALL (2)
20,DET,24,116,621593,Anthony Castro,27,1.37,102.1,75,55,50,65,116,9,307,438,,4.40,1,1,1,5,3,AA
20,ANA,20,108,666766,Stiward Aquino,8,1.76,21.0,27,19,18,10,26,1,63,97,,7.71,0,0,0,0,4,ROK
20,PHI,24,143,676103,Damon Jones,23,1.16,114.1,74,41,37,59,152,7,343,470,,2.91,0,0,0,5,4,ALL (3)
20,COL,25,115,670329,Rico Garcia,27,1.35,134.1,125,74,67,56,140,21,403,567,,4.49,0,0,0,10,7,ALL (3)
20,BOS,21,111,666171,Ryan Zeferjahn,12,1.64,22.0,24,12,11,12,31,2,66,101,,4.50,0,0,0,0,2,A(Short)
20,LAD,22,,686752,Ryan Pepiot,13,1.20,23.1,15,6,5,13,31,0,70,98,,1.93,0,1,0,0,0,ALL (2)
20,CWS,24,145,641656,Ian Hamilton,16,1.90,16.1,28,18,18,3,20,4,49,78,,9.92,3,1,1,0,2,AAA
20,ATL,22,144,678226,Daysbel Hernandez,35,1.08,52.2,34,14,10,23,70,2,158,220,,1.71,7,1,3,5,2,A(Adv)
20,OAK,21,133,666121,Tyler Baum,11,1.17,30.2,29,18,16,7,34,4,92,128,,4.70,0,0,0,0,3,A(Short)
20,NYY,24,147,650633,Michael King,11,1.24,46.0,47,30,28,10,44,4,138,195,,5.48,0,0,0,3,2,ALL (4)
20,CLE,23,114,650496,Jean Carlos Mejia,8,1.12,33.0,28,16,15,9,36,0,99,134,,4.09,0,0,0,3,1,A(Adv)
20,BAL,22,110,649144,Alex Wells,24,1.07,137.1,123,50,45,24,105,10,412,556,,2.95,0,0,0,8,6,AA
20,WAS,21,120,669937,Tyler Dyson,9,0.83,33.2,20,8,4,8,17,1,101,124,,1.07,0,0,0,2,1,ALL (2)
21,COL,23,115,656382,Tommy Doyle,38,1.03,36.0,24,18,13,13,48,4,108,146,,3.25,19,0,4,2,3,A(Adv)
21,ANA,22,108,680694,Kyle Bradish,24,1.42,101.0,90,55,48,53,120,9,303,444,,4.28,0,0,1,6,7,A(Adv)
21,WAS,22,120,651002,Steven Fuentes,23,1.15,80.2,71,25,20,22,89,1,242,339,,2.23,1,1,0,6,5,ALL (2)
21,LA,21,119,670955,Edwin Uceta,26,1.28,123.1,109,48,38,49,141,11,370,523,,2.77,0,0,0,11,2,ALL (2)
21,ARI,24,109,681401,Josh Green,22,1.20,126.1,130,41,38,21,101,3,379,505,,2.71,0,0,0,11,5,ALL (2)
21,STL,21,138,666138,Tony Locey,12,1.65,17.0,16,12,10,12,31,1,51,77,,5.29,0,2,0,1,2,ALL (2)
21,DET,24,116,650530,Bryan Garcia,40,1.11,43.1,31,16,15,17,47,6,130,176,,3.12,2,8,0,3,0,ALL (4)
21,BOS,24,111,642067,Mike Shawaryn,37,1.44,107.0,94,62,59,60,100,17,321,466,,4.96,0,3,1,1,2,ALL (2)
21,KC,22,118,680735,Austin Cox,24,1.15,130.2,112,49,40,38,129,11,392,534,,2.76,0,0,0,8,6,ALL (2)
21,CLE,23,114,675916,James Karinchak,30,1.09,30.1,16,10,9,17,74,2,91,125,,2.67,8,5,0,1,1,ALL (3)
21,TEX,21,140,666720,Yerry Rodriguez,13,0.90,73.2,45,20,17,21,85,5,221,283,,2.08,0,0,0,7,3,A(Full)
21,SEA,24,136,670090,Wyatt Mills,41,1.14,52.2,43,26,25,17,66,2,158,217,,4.27,8,5,2,4,2,AA
21,NYY,20,147,665622,Luis Medina,22,1.57,103.2,93,70,63,70,127,9,311,470,,5.47,0,0,0,1,8,ALL (2)
21,PHI,21,143,669925,Kyle Young,4,1.05,21.0,21,11,10,1,25,2,63,84,,4.29,0,0,0,1,3,A(Adv)
21,SD,22,135,666156,Reggie Lawson,6,1.48,27.2,28,16,16,13,36,4,83,121,,5.20,0,0,0,3,1,AA
21,TB,21,139,669648,John Doxakis,12,0.95,32.2,20,8,7,11,31,0,98,130,,1.93,0,0,0,0,0,A(Short)
22,MIA,19,146,683157,Evan Fitterer,9,1.41,22.2,20,12,6,12,19,1,68,105,,2.38,0,0,0,0,1,ROK
22,ANA,26,108,665120,Jared Walsh,18,1.67,18.0,19,7,7,11,14,0,54,83,,3.50,1,1,0,1,0,ALL (2)
22,DET,21,116,660730,Elvin Rodriguez,24,1.17,133.2,113,60,56,44,112,12,401,558,,3.77,0,0,0,11,9,A(Adv)
22,OAK,24,133,641709,Brian Howard,27,1.47,144.1,165,77,69,47,134,11,433,624,,4.30,0,0,0,8,9,ALL (2)
22,CLE,19,114,672841,Carlos Vargas,15,1.25,77.2,73,39,39,24,71,4,233,325,,4.52,0,0,0,6,4,A(Short)
22,ATL,18,144,687074,Tyler Owens,10,1.10,27.1,18,14,13,12,32,2,82,116,,4.28,0,0,0,0,3,ALL (2)
22,CHC,24,112,642601,Oscar De La Cruz,34,1.17,96.1,79,43,39,34,105,8,289,408,,3.64,2,0,2,5,5,ALL (2)
22,STL,20,138,669467,Andre Pallante,11,1.07,35.2,27,11,11,11,38,2,107,142,,2.78,0,0,0,1,0,A(Short)
22,BOS,25,111,664042,Travis Lakins,53,1.52,63.2,66,36,33,31,57,5,191,284,,4.66,6,7,3,3,5,ALL (2)
22,NYM,23,121,664990,Jordan Humphreys,2,1.50,2.0,2,1,1,1,2,0,6,8,,4.50,0,0,0,0,0,ROK
22,WSH,22,,658369,Malvin Pena,23,1.40,107.1,112,80,74,38,87,20,322,477,,6.20,0,0,0,5,9,A(Adv)
22,MIN,24,142,643377,Griffin Jax,23,1.13,127.1,117,48,41,27,94,7,382,521,,2.90,0,0,0,5,7,ALL (2)
22,TB,26,139,607455,Anthony Banda,14,1.51,34.1,38,23,22,14,33,7,103,151,,5.77,0,0,0,2,4,ALL (4)
22,TEX,21,140,674114,Ryan Garcia,3,1.00,5.0,3,2,2,2,8,0,15,19,,3.60,0,0,0,0,0,ALL (2)
22,LA,20,119,672629,Gerardo Carrillo,23,1.60,86.0,87,59,52,51,86,3,258,405,,5.44,0,0,0,5,9,A(Adv)
22,TOR,23,141,660431,Hector Perez,26,1.62,121.1,130,65,62,67,117,9,364,544,,4.60,0,0,0,7,6,AA
22,HOU,25,117,660494,Rogelio Armenteros,24,1.40,102.1,107,57,53,36,103,15,307,440,,4.66,1,0,0,7,8,ALL (2)
22,SEA,26,136,607555,Taylor Guilbeau,50,1.18,56.2,47,21,19,20,60,2,170,235,,3.02,0,12,2,3,2,ALL (4)
22,ARI,22,109,674072,Tommy Henry,3,1.33,3.0,4,3,2,0,4,0,9,15,,6.00,0,0,0,0,0,A(Short)
22,CIN,22,113,676660,Jared Solomon,26,1.53,115.1,116,57,51,61,111,5,346,520,,3.98,0,0,0,3,11,ALL (2)
23,PIT,22,134,668820,Max Kranick,20,1.19,109.1,100,49,46,30,78,11,328,451,,3.79,0,0,0,6,7,A(Adv)
23,MIN,24,142,660896,Jorge Alcala,31,1.42,110.1,118,68,67,39,116,12,331,478,,5.47,0,1,0,6,7,ALL (2)
23,BOS,20,111,678394,Brayan Bello,25,1.47,117.2,135,77,71,38,119,9,353,526,,5.43,0,0,0,5,10,A(Full)
23,WAS,26,120,630263,James Bourque,48,1.53,64.2,61,38,34,38,86,7,194,292,,4.73,9,4,3,7,1,ALL (3)
23,CWS,24,145,641420,Zack Burdi,20,1.85,22.2,28,19,17,14,30,5,68,111,,6.75,3,2,2,1,4,ALL (2)
23,TB,22,139,663541,Tanner Dodson,8,2.18,17.0,28,11,10,9,15,2,51,85,,5.29,0,0,0,0,1,A(Adv)
23,CHC,23,112,663893,Brendon Little,12,1.25,55.1,43,24,22,26,57,4,166,233,,3.58,0,0,0,2,2,ALL (3)
23,COL,21,115,686608,Jacob Wallace,22,0.86,21.0,9,3,3,9,29,1,63,80,,1.29,12,1,1,0,0,A(Short)
23,TOR,22,141,660546,Yennsy Diaz,27,1.26,145.0,126,73,62,57,116,12,435,616,,3.85,0,0,1,11,9,ALL (2)
23,CIN,26,113,622492,Keury Mella,27,1.51,142.2,160,93,80,56,102,22,428,640,,5.05,0,0,0,8,14,AAA
23,HOU,21,117,686613,Hunter Brown,12,1.31,23.2,13,12,12,18,33,0,71,102,,4.56,0,1,0,2,2,A(Short)
24,CIN,24,113,669270,Joel Kuhnel,48,1.10,60.0,45,20,18,21,58,7,180,246,,2.70,14,4,4,5,3,ALL (3)
24,CLE,24,114,650644,Aaron Civale,21,1.07,119.1,101,35,29,27,108,9,358,481,,2.19,0,0,0,10,4,ALL (3)
24,SEA,22,136,645307,Ricardo Sanchez,27,1.34,146.0,157,77,72,38,135,10,438,613,,4.44,0,0,0,8,12,AA
24,TB,25,139,664126,Peter Fairbanks,53,1.23,57.2,51,34,32,20,90,8,173,244,,4.99,3,4,4,4,4,ALL (6)
24,BOS,22,111,663767,Chase Shugart,16,1.25,89.2,89,36,28,23,73,4,269,384,,2.81,0,0,0,6,4,A(Full)
24,COL,21,115,669100,Will Ethridge,9,1.14,30.2,29,15,13,6,21,1,92,126,,3.82,0,0,0,0,2,A(Short)
24,KC,25,118,622251,Josh Staumont,44,1.39,67.2,50,34,26,44,89,8,203,295,,3.46,2,3,4,1,5,ALL (2)
24,PHI,22,143,675971,Kyle Dohy,47,1.74,67.2,59,50,40,59,105,4,203,327,,5.32,3,1,0,7,5,ALL (2)
24,CWS,23,145,676051,Codi Heuer,42,1.09,67.2,59,25,18,15,65,0,203,275,,2.39,11,3,5,6,4,ALL (2)
24,MIA,24,146,667498,Robert Dugger,27,1.37,145.0,150,93,81,49,137,21,435,634,,5.03,0,0,0,8,12,ALL (3)
24,TEX,20,140,676568,Ricky Vanasco,11,1.07,49.2,28,13,10,25,75,2,149,195,,1.81,0,0,0,3,1,ALL (2)
24,CHC,23,112,657272,Erich Uelmen,17,1.38,91.0,89,48,46,37,76,9,273,390,,4.55,0,0,0,5,6,ALL (2)
24,HOU,19,117,677315,Jayson Schroeder,12,2.64,25.0,29,32,20,37,25,1,75,142,,7.20,0,0,1,1,5,ALL (3)
24,OAK,24,133,670161,Parker Dunshee,26,1.23,130.0,112,73,63,48,124,22,390,547,,4.36,1,0,0,6,7,ALL (2)
24,SD,22,135,658648,Pedro Avila,8,1.23,29.1,25,16,15,11,36,5,88,126,,4.60,0,1,0,0,3,ALL (4)
24,WAS,23,120,676194,Jackson Tetreault,25,1.46,123.1,127,62,53,53,92,8,370,534,,3.87,0,0,0,8,7,ALL (2)
24,NYY,21,147,681464,Frank German,19,1.40,81.0,75,40,37,38,87,10,243,348,,4.11,0,0,0,4,5,ALL (3)
25,NYM,21,121,669259,Christian James,24,1.57,113.2,132,78,64,46,76,6,341,512,,5.07,0,0,0,3,11,A(Full)
25,CHC,22,112,686449,Michael McAvene,6,0.71,12.2,5,2,2,4,20,0,38,49,,1.42,0,0,0,0,0,A(Short)
25,STL,23,138,676220,Seth Elledge,47,1.39,67.2,62,33,32,32,75,6,203,285,,4.26,3,1,4,6,4,ALL (2)
25,PHI,19,143,669421,Dominic Pipkin,24,1.62,71.2,71,51,41,45,44,4,215,331,,5.15,1,0,0,3,4,A(Full)
25,KC,19,118,678353,Yohanse Morel,14,1.62,52.1,64,48,35,21,57,7,157,248,,6.02,1,0,0,2,6,A(Full)
25,MIL,22,158,663597,Adam Hill,26,1.38,121.2,113,61,53,55,109,12,365,516,,3.92,0,0,0,7,9,A(Full)
25,LA,19,119,673662,Robinson Ortiz,19,1.31,86.1,73,47,44,40,74,10,259,365,,4.59,0,0,0,4,5,A(Full)
25,PIT,22,134,663336,Aaron Shortridge,24,1.14,135.2,129,50,49,25,104,13,407,545,,3.25,0,0,0,9,5,A(Adv)
25,TB,23,139,675977,Drew Strotman,9,1.71,24.0,29,15,12,12,24,3,72,111,,4.50,0,0,0,0,3,ALL (2)
25,BOS,24,111,660825,Eduard Bazardo,38,1.06,73.1,56,22,18,22,88,3,220,297,,2.21,4,6,2,5,2,ALL (2)
25,ARI,21,109,669194,Ryne Nelson,10,1.34,18.2,15,6,6,10,26,1,56,77,,2.89,0,0,0,0,1,A(Short)
26,CIN,25,113,623474,Jimmy Herget,51,1.35,62.1,47,25,22,37,68,9,187,267,,3.18,2,11,3,3,4,ALL (2)
26,HOU,22,117,670550,Nivaldo Rodriguez,24,0.99,105.0,69,33,28,35,114,7,315,418,,2.40,2,0,1,6,6,ALL (2)
26,TB,27,139,592254,Jose De Leon,21,1.36,59.0,47,25,23,33,78,5,177,257,,3.51,1,0,0,3,1,ALL (3)
26,PIT,25,134,664141,JT Brubaker,6,1.16,27.2,24,8,7,8,24,2,83,113,,2.28,0,0,0,2,1,ALL (2)
26,BAL,22,110,647315,Zach Pop,8,1.03,10.2,7,1,1,4,11,0,32,44,,0.84,0,2,1,1,0,AA
26,TEX,25,140,621368,Taylor Hearn,5,1.52,20.1,17,14,13,14,26,3,61,92,,5.75,0,0,0,1,4,ALL (2)
26,MIN,22,142,663485,Cole Sands,18,1.03,97.1,81,32,29,19,108,4,292,383,,2.68,0,0,0,7,3,ALL (3)
26,PHI,21,143,666151,Kevin Gowdy,24,1.74,77.0,83,46,40,51,53,4,231,354,,4.68,0,1,0,0,6,A(Full)
26,OAK,22,133,663687,Hogan Harris,15,0.93,54.2,32,19,17,19,65,4,164,213,,2.80,0,0,0,1,5,ALL (2)
26,SF,18,137,686790,Trevor McDonald,3,1.00,4.0,2,1,1,2,8,0,12,16,,2.25,0,0,0,0,0,ROK
26,LA,24,119,642068,Jordan Sheffield,49,1.36,55.0,32,21,20,43,74,5,165,237,,3.27,13,2,3,4,5,ALL (2)
26,BOS,22,111,660593,Denyi Reyes,26,1.18,151.1,142,74,70,37,116,14,454,629,,4.16,0,0,0,8,12,AA
26,COL,19,115,672487,Helcris Olivarez,14,1.40,60.2,54,31,26,31,82,9,182,267,,3.86,0,0,0,4,4,ALL (2)
26,SEA,26,136,605521,Art Warren,29,1.14,31.2,23,9,6,13,41,1,95,128,,1.71,15,0,2,2,1,AA
27,NYY,21,147,664337,Miguel Yajure,24,1.07,138.2,119,48,33,30,133,5,416,556,,2.14,0,0,0,9,6,ALL (2)
27,COL,23,115,663372,Ryan Feltner,25,1.54,119.0,137,73,67,46,116,12,357,532,,5.07,0,0,0,9,9,A(Full)
27,MIA,22,146,663489,Will Stewart,23,1.38,129.1,137,86,78,42,96,13,388,561,,5.43,0,0,0,6,12,A(Adv)
27,SEA,23,136,667465,Aaron Fletcher,41,0.93,73.1,50,29,17,18,84,1,220,290,,2.09,1,9,1,5,4,ALL (4)
27,KC,22,118,676252,Zach Haake,19,1.26,80.0,62,32,24,39,94,2,240,332,,2.70,0,0,0,4,6,ALL (2)
27,BOS,26,111,606996,Kyle Hart,27,1.17,156.0,130,63,61,53,140,11,468,635,,3.52,0,0,0,12,13,ALL (2)
27,SD,21,135,666168,Mason Thompson,10,1.83,27.1,28,25,22,22,25,4,82,132,,7.24,0,0,0,0,5,ALL (3)
27,BAL,25,110,622253,Dillon Tate,31,1.15,58.1,50,29,27,17,54,9,175,243,,4.17,7,1,1,4,4,ALL (4)
27,LAA,20,,673820,Robinson Pina,26,1.35,108.0,85,58,46,61,146,5,324,475,,3.83,1,0,2,5,8,A(Full)
27,LA,24,119,667445,Marshall Kasowski,29,1.07,31.2,18,12,8,16,51,1,95,132,,2.27,2,3,3,4,3,ALL (3)
27,STL,21,138,663451,Steven Gingery,1,3.00,0.2,1,1,1,1,1,0,2,4,,13.50,0,0,0,0,1,ROK
27,CWS,24,145,641662,Alec Hansen,39,1.68,52.1,44,32,27,44,66,5,157,241,,4.64,1,7,1,2,2,ALL (2)
27,CHC,24,112,682163,Jack Patterson,24,1.00,79.2,48,17,15,32,80,1,239,312,,1.69,1,2,1,8,1,ALL (3)
27,CIN,20,113,675653,James Marinan,17,1.59,79.1,96,53,49,30,48,10,238,358,,5.56,0,0,0,2,9,A(Full)
28,PIT,23,134,664977,Blake Cederlind,41,1.18,59.1,46,16,15,24,55,2,178,251,,2.28,4,6,3,5,2,ALL (3)
28,CWS,24,145,641576,Bernardo Flores,20,1.22,93.1,97,45,37,17,82,12,280,384,,3.57,0,0,0,3,8,ALL (3)
28,TEX,21,140,661403,Emmanuel Clase,55,1.08,62.0,52,22,19,15,66,2,186,249,,2.76,13,4,2,5,5,ALL (3)
28,TOR,22,141,680765,Joey Murray,27,1.12,137.1,105,44,42,49,169,10,412,561,,2.75,1,0,0,10,7,ALL (3)
28,STL,25,138,677369,Austin Warner,26,1.47,142.1,154,81,73,55,143,25,427,633,,4.62,0,0,0,8,8,ALL (2)
28,BOS,23,111,676710,Kutter Crawford,19,1.49,88.1,87,39,35,45,100,7,265,385,,3.57,0,0,0,5,8,ALL (2)
28,OAK,23,133,656416,Brady Feigl,27,1.36,134.1,148,83,66,35,119,12,403,575,,4.42,0,0,0,5,11,A(Adv)
28,SF,24,137,624526,Garrett Williams,29,1.35,110.0,88,50,44,61,108,6,330,486,,3.60,0,1,0,7,8,AA
28,TB,21,139,660831,Resly Linares,2,2.57,4.2,6,3,3,6,2,0,14,25,,5.79,0,0,0,0,0,A(Adv)
28,SD,23,135,656798,Jacob Nix,6,1.19,24.1,23,13,5,6,29,2,73,102,,1.85,0,0,0,1,2,ALL (3)
28,WAS,24,120,666022,Jhonatan German,44,0.96,64.2,48,23,20,14,58,5,194,253,,2.78,11,2,3,5,3,ALL (3)
28,NYY,23,147,676477,Garrett Whitlock,14,1.29,70.1,73,34,24,18,57,4,211,297,,3.07,0,0,0,3,3,AA
29,TB,21,139,669229,Ben Brecht,10,0.89,24.2,18,7,6,4,23,0,74,95,,2.19,0,0,0,2,0,A(Short)
29,ATL,21,144,685008,Kasey Kalich,14,0.97,21.2,10,4,3,11,24,0,65,85,,1.25,1,3,0,1,1,ALL (2)
29,WAS,23,120,675919,Nick Raquet,25,1.32,130.1,129,72,59,43,122,12,391,558,,4.07,0,0,0,11,9,A(Adv)
29,ANA,18,108,680721,William Holmes,9,1.60,24.1,19,15,14,20,38,4,73,109,,5.18,0,0,0,0,2,ALL (2)
29,LA,23,119,656578,Andre Jackson,25,1.28,114.2,90,43,39,57,141,6,344,483,,3.06,0,0,0,7,2,ALL (2)
29,SEA,22,136,664714,Ljay Newsome,28,1.08,155.0,151,63,61,17,169,16,465,620,,3.54,0,0,0,9,10,ALL (3)
29,TOR,23,141,656594,Kyle Johnston,26,1.34,124.2,110,75,69,57,113,9,374,529,,4.98,0,1,0,10,12,ALL (2)
29,MIL,20,158,679359,Alexis Ramirez,11,1.72,43.2,52,29,25,23,50,4,131,201,,5.15,0,0,0,3,3,ROK
29,NYM,24,121,676644,Stephen Villines,41,1.30,61.0,57,22,18,22,54,5,183,266,,2.66,7,3,2,2,1,ALL (2)
29,OAK,22,133,681402,Gus Varland,5,1.18,26.1,23,8,7,8,27,3,79,106,,2.39,0,0,0,2,1,A(Adv)
29,HOU,22,117,677651,Luis Garcia,24,1.07,108.2,66,44,36,50,168,9,326,441,,2.98,1,0,0,10,4,ALL (2)
29,MIN,22,142,681808,Chris Vallimont,23,1.06,127.2,94,51,46,41,150,7,383,503,,3.24,0,0,0,8,9,ALL (3)
29,PHI,19,143,673257,Victor Santos,27,1.18,105.1,106,54,47,18,89,11,316,433,,4.02,0,1,1,5,10,A(Full)
29,BOS,22,111,646243,Yoan Aybar,44,1.36,56.2,36,32,29,41,70,1,170,253,,4.61,0,10,2,1,3,ALL (2)
29,NYY,17,147,682640,Osiel Rodriguez,5,1.66,9.2,12,11,6,4,9,1,29,47,,5.59,0,0,0,0,1,ROK
30,NYM,24,121,656924,Ryder Ryan,25,1.26,44.1,33,17,15,23,40,2,133,184,,3.05,0,4,0,3,1,AA
30,CHC,25,112,656803,James Norwood,48,1.21,61.0,41,32,27,33,85,9,183,252,,3.98,6,2,3,3,2,ALL (2)
30,LA,22,119,680701,John Rooney,20,1.28,104.2,95,40,33,39,89,7,314,426,,2.84,0,0,0,10,4,ALL (2)
30,CLE,22,114,680704,Nick Sandlin,24,1.25,26.1,18,8,7,15,38,4,79,112,,2.39,2,1,2,1,0,ALL (2)
30,HOU,22,117,673277,Jose Alberto Rivera,18,1.28,75.2,61,38,32,36,95,2,227,319,,3.81,1,0,0,5,5,A(Full)
30,PHI,23,143,657756,Connor Seabold,12,1.01,56.1,46,16,14,11,58,3,169,222,,2.24,0,0,0,4,2,ALL (4)
30,TEX,25,140,664139,Ian Gibaut,26,1.58,30.1,27,18,12,21,35,1,91,140,,3.56,4,0,3,2,2,ALL (5)
30,DET,23,116,656638,Alex Lange,27,1.56,102.1,107,74,62,53,94,8,307,457,,5.45,0,2,0,5,13,ALL (3)
30,KC,23,118,664700,Daniel Tillo,29,1.31,130.2,117,64,54,54,85,6,392,558,,3.72,0,1,1,8,9,ALL (2)
30,TOR,24,141,641672,Thomas Hatch,27,1.24,135.1,129,71,62,39,127,18,406,560,,4.12,0,0,0,6,13,ALL (2)
30,ATL,19,144,680767,Victor Vodnik,23,1.17,67.1,55,27,22,24,69,1,202,274,,2.94,3,4,1,1,3,A(Full)
30,MIA,22,146,650668,Humberto Mejia,18,0.90,90.1,57,23,21,24,89,6,271,349,,2.09,1,1,0,5,2,ALL (2)
30,PIT,19,134,681347,Michael Burrows,11,1.47,43.2,44,27,21,20,43,2,131,193,,4.33,0,0,0,2,3,A(Short)
30,CIN,24,113,641682,Ryan Hendrix,20,0.95,24.1,15,7,5,8,31,0,73,98,,1.85,2,0,1,4,0,ALL (2)
30,BOS,26,111,596074,Bobby Poyner,49,1.33,65.1,56,34,31,31,76,10,196,284,,4.27,6,5,3,2,5,ALL (2)
