rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
12,NYY,18,147,Antonio Cabello,679737,227,31,48,10,4,3,.280,.610,.330,19,19,77,5,4,91,75,.211,C,ROA
12,COL,22,115,Aaron Schunk,668845,173,31,53,12,2,6,.370,.873,.503,23,14,25,4,1,73,87,.306,3B,A(Short)
12,CWS,24,145,Luis Gonzalez,670768,473,63,117,18,4,9,.316,.675,.359,59,47,89,17,9,206,170,.247,OF,AA
12,SD,19,135,Tirso Ornelas,672359,420,47,91,13,5,1,.303,.582,.279,41,53,113,7,1,216,117,.217,OF,ALL (2)
12,LA,23,119,DJ Peters,656847,457,71,114,20,2,23,.358,.811,.453,81,61,168,2,1,245,207,.249,CF,ALL (2)
12,TB,21,139,Josh Lowe,666139,448,70,113,23,4,18,.341,.783,.442,62,59,132,30,9,184,198,.252,3B,AA
13,DET,19,116,Wenceel Perez,672761,459,59,107,16,6,3,.299,.613,.314,30,45,87,21,13,191,144,.233,SS,A(Full)
13,SD,19,135,Tucupita Marcano,672779,460,55,124,19,3,2,.323,.660,.337,45,35,45,15,16,204,155,.270,SS,A(Full)
13,TEX,24,140,Nick Solak,669256,491,95,146,23,2,30,.377,.913,.536,87,56,123,6,2,204,263,.297,2B,ALL (3)
13,TOR,23,141,Kevin Smith,675656,430,49,90,22,2,19,.263,.665,.402,61,29,151,11,6,217,173,.209,SS,AA
13,MIA,22,146,Lewin Diaz,650331,455,62,123,33,2,27,.321,.851,.530,76,33,91,0,1,186,241,.270,1B,ALL (3)
13,SEA,17,136,Noelvi Marte,682622,262,56,81,18,4,9,.371,.882,.511,54,29,55,17,7,131,134,.309,SS,ROK
13,CWS,23,145,Gavin Sheets,657757,464,56,124,18,1,16,.345,.759,.414,83,54,99,3,1,209,192,.267,1B,AA
13,BOS,18,111,Matthew Lugo,683090,144,19,37,5,1,1,.337,.663,.326,13,15,38,3,0,86,47,.257,SS,ALL (2)
13,CLE,18,114,Aaron Bracho,677570,135,30,38,11,2,8,.402,.972,.570,33,28,29,4,1,51,77,.281,SS,ALL (2)
13,COL,26,115,Josh Fuentes,658069,422,68,104,23,2,17,.289,.720,.431,64,25,127,1,1,211,182,.246,3B,ALL (2)
13,PHI,20,143,Rafael Marchan,665561,314,27,82,20,0,0,.333,.658,.325,23,30,39,2,5,118,102,.261,C,ALL (2)
13,TB,21,139,Moises Gomez,664332,428,55,94,26,2,16,.297,.699,.402,66,48,164,3,3,196,172,.220,CF,A(Adv)
13,LAD,21,,Jacob Amaya,676070,466,82,121,28,6,7,.369,.760,.391,71,81,98,5,7,202,182,.260,SS,ALL (2)
13,BAL,22,110,Ryan McKenna,663630,488,78,113,26,6,9,.321,.686,.365,54,59,121,25,11,220,178,.232,CF,AA
13,SF,19,137,Jairo Pomares,682646,213,24,69,13,4,3,.362,.827,.465,37,11,43,5,3,84,99,.324,OF,ALL (2)
13,HOU,22,117,Grae Kessinger,666197,211,30,49,10,0,2,.333,.641,.308,20,29,36,9,3,74,65,.232,SS,ALL (2)
14,SEA,26,136,Braden Bishop,623323,255,37,61,16,1,8,.321,.725,.404,37,27,71,2,2,103,103,.239,CF,ALL (3)
14,CHC,20,112,Christopher Morel,666624,257,36,73,15,7,6,.320,.787,.467,31,11,60,9,6,110,120,.284,SS,A(Full)
14,STL,23,138,Edmundo Sosa,624641,457,71,133,18,5,17,.336,.800,.464,62,17,97,3,3,191,212,.291,2B,ALL (2)
14,BOS,21,111,Cameron Cannon,669069,170,17,34,12,0,3,.284,.608,.324,21,12,42,1,0,83,55,.200,SS,ALL (2)
14,TB,19,139,Nick Schnell,678010,223,39,59,14,6,5,.325,.773,.448,31,20,84,5,3,119,100,.265,OF,ALL (3)
14,SF,21,137,Logan Wyatt,668824,151,26,42,6,0,3,.388,.765,.377,30,26,29,0,2,70,57,.278,1B,ALL (3)
14,PHI,22,143,Nick Maton,665155,399,41,106,17,3,7,.349,.725,.376,51,50,85,12,9,160,150,.266,SS,ALL (2)
14,BAL,20,110,Adam Hall,647228,463,78,138,22,4,5,.385,.780,.395,45,45,117,33,9,177,183,.298,SS,A(Full)
14,MIA,23,146,Victor Victor Mesa,673516,464,45,109,7,3,0,.274,.537,.263,29,22,64,18,2,171,122,.235,OF,ALL (2)
14,SD,19,135,Gabriel Arias,672356,477,62,144,21,4,17,.339,.809,.470,75,25,128,8,4,234,224,.302,SS,A(Adv)
14,MIN,23,142,Nick Gordon,624503,292,49,87,29,3,4,.342,.801,.459,40,18,65,14,4,98,134,.298,SS,AAA
14,TOR,18,141,Leonardo Jimenez,677870,221,34,65,13,2,0,.372,.743,.371,22,21,44,2,1,119,82,.294,SS,ALL (2)
15,PIT,20,134,Lolo Sanchez,665975,389,64,100,13,9,5,.345,.720,.375,35,35,59,33,15,155,146,.257,CF,ALL (2)
15,SEA,24,136,Shed Long,643418,310,49,81,14,4,11,.329,.768,.439,42,31,89,4,4,161,136,.261,2B,ALL (2)
15,LA,21,119,Omar Estevez,666784,319,41,93,26,0,6,.353,.782,.429,39,33,78,0,2,143,137,.292,2B,ALL (2)
15,TOR,22,141,Griffin Conine,665052,304,59,86,19,2,22,.371,.947,.576,64,38,125,2,0,137,175,.283,OF,A(Full)
15,CIN,24,113,Jose Siri,642350,468,56,111,19,2,11,.300,.657,.357,53,42,165,26,8,193,167,.237,CF,ALL (2)
15,HOU,26,117,Garrett Stubbs,596117,235,40,56,14,0,7,.327,.714,.387,25,27,43,13,2,140,91,.238,C,ALL (2)
15,MIN,21,142,Matt Wallner,670242,252,42,65,21,2,8,.357,.809,.452,34,24,80,1,1,108,114,.258,RF,ALL (2)
15,DET,23,116,Sergio Alcantara,642727,324,46,80,10,0,2,.346,.642,.296,27,48,71,7,6,146,96,.247,SS,AA
15,KC,23,118,Brewer Hicklen,676551,419,70,110,13,7,14,.363,.790,.427,51,55,140,39,14,119,179,.263,OF,A(Adv)
15,STL,24,138,Justin Williams,642211,159,27,47,6,0,8,.372,.856,.484,29,20,47,1,0,56,77,.296,RF,ALL (2)
15,OAK,22,133,Jeremy Eierman,663369,501,57,104,22,7,13,.270,.627,.357,64,39,177,11,3,283,179,.208,SS,A(Adv)
15,MIA,19,146,Connor Scott,669002,476,68,118,28,5,5,.310,.669,.359,41,42,117,23,10,198,171,.248,OF,ALL (2)
15,MIL,24,158,Lucas Erceg,668674,357,55,78,17,1,15,.305,.703,.398,52,44,102,2,2,209,142,.218,3B,AAA
16,PIT,24,134,Jason Martin,641829,406,52,105,27,5,8,.313,.722,.409,52,33,89,11,6,158,166,.259,CF,ALL (2)
16,STL,18,138,Malcom Nunez,682650,201,19,46,12,0,2,.305,.623,.318,18,18,47,3,2,76,64,.229,3B,ALL (2)
16,SF,21,137,Sandro Fabian,660758,199,24,55,7,1,7,.355,.782,.427,41,19,46,3,1,85,85,.276,RF,ALL (2)
16,MIA,19,146,Nasim Nunez,683083,185,38,37,5,1,0,.327,.565,.238,12,35,48,28,2,86,44,.200,SS,ALL (2)
16,LA,19,119,Miguel Vargas,678246,491,76,151,38,3,7,.380,.820,.440,77,55,83,13,4,211,216,.308,3B,ALL (2)
16,DET,21,116,Nick Quintana,666161,232,26,45,12,1,2,.273,.553,.280,17,25,82,4,1,84,65,.194,3B,ALL (2)
16,HOU,20,117,Luis Santana,670919,222,24,57,10,0,2,.337,.666,.329,17,20,33,4,2,72,73,.257,2B,ALL (2)
16,CIN,23,113,Stuart Fairchild,656413,401,57,106,29,3,12,.352,.793,.441,54,44,83,6,7,171,177,.264,OF,ALL (2)
16,OAK,25,133,Skye Bolt,621450,312,58,83,20,3,11,.347,.802,.455,61,38,96,7,5,144,142,.266,CF,ALL (2)
16,MIL,22,158,Payton Henry,668721,430,49,104,22,1,14,.315,.710,.395,75,26,142,1,1,213,170,.242,C,A(Adv)
16,ANA,19,108,Livan Soto,670869,273,28,60,7,0,1,.304,.560,.256,21,33,44,6,4,117,70,.220,SS,ALL (2)
16,CLE,24,114,Daniel Johnson,669288,483,76,140,34,7,19,.361,.868,.507,77,50,118,12,10,206,245,.290,RF,ALL (2)
17,SD,23,135,Edward Olivares,658668,488,85,138,25,2,18,.349,.802,.453,77,43,98,35,10,191,221,.283,RF,AA
17,NYM,22,121,Ali Sanchez,645305,326,33,85,17,0,1,.326,.648,.322,33,28,63,1,1,168,105,.261,C,ALL (2)
17,PHI,21,143,Rodolfo Duran,660710,233,25,56,10,1,6,.273,.642,.369,23,10,53,0,0,107,86,.240,C,A(Adv)
17,STL,18,138,Trejyn Fletcher,686801,160,15,39,7,1,4,.291,.666,.375,26,11,76,7,1,77,60,.244,CF,ALL (2)
17,TEX,19,140,Jonathan Ornelas,680716,413,61,106,24,3,6,.333,.706,.373,38,42,103,13,4,133,154,.257,SS,A(Full)
17,ARI,20,109,Blaze Alexander,677942,343,56,90,12,4,7,.355,.737,.382,47,42,89,14,4,183,131,.262,SS,A(Full)
17,CHC,19,112,Ethan Hearn,683001,80,10,13,3,0,2,.286,.561,.275,14,13,36,1,1,49,22,.163,C,ALL (2)
17,OAK,24,133,Greg Deichmann,656364,301,42,66,10,2,11,.300,.675,.375,36,34,103,19,5,172,113,.219,1B,AA
17,LA,22,119,Devin Mann,669471,381,65,109,21,2,19,.366,.867,.501,64,47,94,5,5,152,191,.286,2B,ALL (3)
17,HOU,24,117,Ronnie Dawson,669008,426,72,88,21,2,17,.313,.698,.385,53,50,152,14,10,182,164,.207,LF,ALL (2)
17,MIL,19,158,Micah Bello,677295,177,30,41,9,3,6,.308,.726,.418,20,18,47,5,4,69,74,.232,OF,ROA
17,MIN,21,142,Akil Baddoo,668731,117,15,25,3,3,4,.290,.683,.393,9,12,39,6,2,54,46,.214,RF,A(Adv)
17,DET,23,116,Kody Clemens,665019,458,48,106,26,7,12,.310,.707,.397,63,51,119,11,3,174,182,.231,2B,ALL (2)
17,BOS,23,111,Marcus Wilson,657129,386,65,104,28,2,18,.357,.849,.492,58,51,142,13,4,143,190,.269,CF,ALL (3)
17,KC,25,118,Kelvin Gutierrez,642721,359,45,101,11,3,10,.355,.767,.412,54,40,95,13,1,134,148,.281,3B,ALL (2)
18,OAK,21,133,Kyle McCann,668832,218,33,46,9,3,9,.312,.716,.404,32,30,87,0,0,95,88,.211,C,ALL (2)
18,LA,25,119,Edwin Rios,621458,429,80,116,25,3,33,.346,.919,.573,95,45,167,2,2,192,246,.270,3B,ALL (2)
18,SD,20,135,Esteury Ruiz,665923,339,45,81,18,2,6,.300,.657,.357,36,26,101,34,11,164,121,.239,2B,A(Adv)
18,NYM,17,121,Freddy Valdez,682639,230,40,63,16,3,6,.367,.815,.448,39,31,49,6,2,137,103,.274,RF,ALL (2)
18,CIN,25,113,Alfredo Rodriguez,670895,486,55,130,22,2,1,.314,.641,.327,34,29,75,16,9,182,159,.267,SS,ALL (2)
18,WAS,24,120,Tres Barrera,668663,357,42,89,23,0,8,.323,.704,.381,46,36,69,1,2,171,136,.249,C,AA
18,TB,25,139,Jake Cronenworth,630105,356,77,117,27,4,10,.422,.933,.511,45,50,64,12,5,123,182,.329,SS,ALL (2)
18,ATL,23,144,Trey Harris,674677,470,73,152,26,7,14,.389,.887,.498,73,36,91,8,6,208,234,.323,2B,ALL (3)
18,MIL,19,158,Pablo Abreu,672764,155,20,31,8,2,1,.269,.566,.297,21,15,56,3,0,73,46,.200,OF,ALL (2)
18,HOU,23,117,J.J. Matijevic,656695,299,44,75,22,1,11,.319,.760,.441,37,29,101,8,0,142,132,.251,1B,ALL (2)
18,ARI,18,109,Liover Peguero,678894,227,47,74,11,5,5,.382,.867,.485,38,20,51,11,2,111,110,.326,SS,ALL (2)
18,TOR,17,141,Dasan Brown,672018,45,8,10,2,2,0,.444,.800,.356,5,9,17,6,2,23,16,.222,CF,ROK
18,KC,23,118,Kevin Merrell,656736,455,51,110,18,8,2,.287,.617,.330,47,27,105,22,6,180,150,.242,SS,ALL (2)
18,MIA,21,146,Jerar Encarnacion,666464,508,61,140,26,1,16,.331,.756,.425,71,40,140,6,3,222,216,.276,RF,ALL (2)
18,BOS,18,111,Danny Diaz,677596,143,18,34,15,0,2,.295,.680,.385,14,7,37,1,0,78,55,.238,3B,ALL (2)
18,TEX,18,140,Osleivis Basabe,678545,161,29,52,2,5,0,.352,.750,.398,32,8,21,7,2,76,64,.323,SS,ALL (2)
18,NYY,17,147,Kevin Alcantara,682634,161,26,41,8,3,1,.305,.665,.360,19,8,36,5,3,76,58,.255,CF,ALL (2)
18,CLE,21,114,Will Benson,666181,434,73,100,21,5,22,.331,.785,.454,78,68,151,27,4,228,197,.230,RF,ALL (2)
19,TB,23,139,Taylor Walls,670764,367,64,99,23,7,10,.343,.795,.452,46,45,79,28,15,140,166,.270,SS,ALL (2)
19,SD,19,135,Jeisson Rosario,671271,430,67,104,14,4,3,.372,.686,.314,35,87,114,11,4,179,135,.242,OF,A(Adv)
19,CIN,22,113,Andy Sugilio,650443,456,57,134,11,5,3,.331,.691,.360,39,24,92,23,11,194,164,.294,CF,A(Adv)
19,KC,23,118,Emmanuel Rivera,656896,496,59,128,18,2,7,.297,.642,.345,57,25,77,6,2,207,171,.258,3B,AA
19,PIT,20,134,Mason Martin,676733,477,90,121,32,4,35,.351,.909,.558,129,68,168,8,3,227,266,.254,1B,ALL (2)
19,PHI,23,143,Deivy Grullon,620453,407,55,115,24,0,21,.354,.850,.496,77,45,133,1,0,200,202,.283,C,AAA
19,MIN,19,142,Yunior Severino,670870,100,9,24,8,1,1,.287,.657,.370,10,7,33,0,0,45,37,.240,SS,ALL (2)
19,TOR,21,141,Will Robertson,683770,228,33,61,11,1,6,.365,.769,.404,33,31,49,1,2,104,92,.268,RF,A(Short)
19,NYY,22,147,Josh Smith,669701,111,17,36,6,1,3,.450,.927,.477,15,25,17,6,3,25,53,.324,2B,A(Short)
19,OAK,19,133,Jordan Diaz,672478,277,31,73,17,1,9,.307,.737,.430,47,18,46,2,2,138,119,.264,3B,A(Short)
19,ATL,23,144,CJ Alexander,680769,128,10,15,2,0,2,.245,.425,.180,8,22,43,3,1,62,23,.117,3B,ALL (2)
19,ARI,18,109,Wilderd Patino,679741,141,24,45,5,5,1,.378,.825,.447,25,13,46,14,4,67,63,.319,CF,ALL (2)
19,WAS,22,120,Gage Canning,663561,410,51,98,18,6,4,.308,.649,.341,45,35,127,14,4,201,140,.239,OF,ALL (2)
19,BOS,20,111,Nicholas Northcut,678021,194,20,41,10,2,1,.287,.586,.299,22,20,60,1,1,96,58,.211,3B,A(Short)
20,SD,18,135,Hudson Head,687431,120,19,34,7,3,1,.383,.800,.417,12,15,29,3,3,63,50,.283,CF,ROK
20,ARI,17,109,Alvin Guzman,682630,239,39,54,11,3,1,.279,.589,.310,24,16,64,14,3,128,74,.226,CF,ROK
20,SF,21,137,Franklin Labour,665780,273,53,74,15,2,15,.350,.855,.505,45,26,83,2,1,132,138,.271,LF,ALL (2)
20,MIN,21,142,Jose Miranda,669304,445,49,112,26,1,8,.302,.671,.369,55,24,54,0,0,190,164,.252,SS,ALL (2)
20,NYM,18,121,Adrian Hernandez,677600,14,3,4,2,0,1,.375,1.018,.643,1,1,4,2,1,6,9,.286,OF,ROK
20,CIN,24,113,TJ Friedl,670770,226,38,53,11,4,5,.347,.732,.385,28,29,50,13,4,93,87,.235,CF,AA
20,TEX,20,140,Chris Seise,669451,87,12,21,4,3,0,.272,.628,.356,6,3,33,6,5,38,31,.241,SS,A(Full)
20,TB,22,139,Lucius Fox,665650,407,66,90,16,9,3,.331,.658,.327,34,59,104,39,11,158,133,.221,SS,ALL (2)
20,MIL,18,158,Carlos Rodriguez,677578,173,25,57,4,1,3,.346,.762,.416,13,4,22,5,7,58,72,.329,CF,ALL (2)
20,TOR,25,141,Anthony Alford,546990,303,49,79,18,4,8,.343,.769,.426,38,33,98,22,8,134,129,.261,LF,ALL (3)
20,MIA,19,146,Will Banfield,677943,397,44,79,13,2,9,.252,.562,.310,55,25,121,0,0,201,123,.199,C,A(Full)
20,SEA,21,136,Joe Rizzo,666143,518,77,153,30,3,10,.354,.777,.423,63,45,94,0,3,183,219,.295,3B,A(Adv)
21,TOR,22,141,Chavez Young,669945,401,53,99,17,4,6,.315,.669,.354,43,35,102,24,11,177,142,.247,CF,A(Adv)
21,BAL,22,110,Cadyn Grenier,663760,385,60,94,22,4,8,.355,.739,.384,43,59,138,7,2,150,148,.244,SS,ALL (2)
21,ATL,22,144,AJ Graffanino,664690,1,0,0,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,.000,SS,A(Adv)
21,CIN,24,113,Michael Beltre,642461,278,35,69,8,2,4,.335,.670,.335,37,36,68,4,3,138,93,.248,LF,ALL (2)
21,CHC,20,112,Nelson Velazquez,676369,281,37,81,17,4,6,.341,.782,.441,39,23,82,5,3,117,124,.288,OF,ALL (2)
21,OAK,24,133,Jonah Heim,641680,287,42,89,21,0,9,.385,.862,.477,53,35,45,0,1,127,137,.310,C,ALL (2)
21,HOU,18,117,Colin Barber,683145,99,19,26,5,1,2,.387,.781,.394,6,19,29,2,1,49,39,.263,CF,ROK
21,PIT,21,134,Matt Gorski,685301,179,32,40,9,2,3,.297,.643,.346,22,19,48,11,3,85,62,.223,CF,A(Short)
21,CWS,18,145,James Beard,686808,127,19,27,4,1,2,.270,.577,.307,12,8,54,9,3,59,39,.213,CF,ROK
21,SF,25,137,Chris Shaw,622046,449,77,131,27,3,28,.358,.910,.552,94,40,115,2,2,187,248,.292,LF,ALL (3)
21,MIN,20,142,Gilberto Celestino,665482,480,58,133,28,3,10,.349,.759,.410,54,50,85,14,8,210,197,.277,CF,ALL (2)
21,NYM,22,121,Carlos Cortes,666126,458,64,117,26,3,11,.336,.733,.397,68,52,77,6,5,182,182,.255,2B,A(Adv)
22,KC,21,118,John Rave,670231,231,28,54,9,1,3,.326,.646,.320,16,27,75,9,5,79,74,.234,CF,ALL (2)
22,CWS,22,145,Yolbert Sanchez,691503,111,19,33,8,1,2,.386,.827,.441,12,15,12,3,3,54,49,.297,SS,ROK
22,ANA,26,108,Jared Walsh,665120,429,94,134,32,0,37,.407,1.053,.646,89,62,134,0,0,189,277,.312,1B,ALL (2)
22,PHI,21,143,Arquimedes Gamboa,660614,356,35,67,10,5,3,.305,.575,.270,28,59,112,21,8,164,96,.188,SS,AA
22,MIL,18,158,Larry Ernesto,677598,122,15,21,3,0,2,.229,.475,.246,9,7,59,5,1,49,30,.172,OF,ROK
22,PIT,20,134,Rodolfo Castro,666801,417,59,101,26,3,19,.298,.754,.456,73,31,122,7,5,183,190,.242,SS,ALL (2)
22,COL,22,115,Niko Decolati,680719,291,42,77,13,4,6,.334,.733,.399,38,13,80,15,6,130,116,.265,OF,A(Full)
22,SF,20,137,Ricardo Genoves,665648,196,28,52,11,1,9,.335,.804,.469,45,17,41,1,0,101,92,.265,C,ALL (2)
22,BAL,22,110,Zach Watson,668789,115,26,26,9,0,5,.297,.732,.435,17,10,29,5,1,51,50,.226,CF,ALL (2)
22,NYY,21,147,Josh Breaux,677007,199,28,54,10,0,13,.324,.842,.518,49,15,59,0,0,105,103,.271,C,A(Full)
23,NYY,19,147,Ryder Green,680685,225,45,59,15,1,8,.343,.787,.444,28,25,67,10,3,89,100,.262,OF,ROA
23,ANA,19,108,Kevin Maitan,670867,486,56,104,11,3,12,.278,.601,.323,46,39,164,7,4,231,157,.214,SS,A(Full)
23,BAL,25,110,DJ Stewart,621466,343,59,93,24,2,16,.375,.868,.493,60,52,80,6,5,149,169,.271,LF,ALL (4)
23,CLE,18,114,Yordys Valdes,686798,162,17,29,3,1,2,.251,.498,.247,11,16,53,15,4,71,40,.179,SS,ROK
23,ARI,25,109,Andy Young,670370,462,89,125,25,5,29,.368,.903,.535,81,42,121,3,3,209,247,.271,2B,ALL (2)
23,TEX,19,140,Randy Florentino,678594,144,18,35,4,1,2,.351,.677,.326,21,25,41,0,3,70,47,.243,C,ALL (2)
23,NYM,24,121,Will Toffey,657780,269,42,59,18,1,5,.347,.696,.349,27,50,90,5,3,137,94,.219,3B,AA
23,DET,17,116,Adinso Reyes,682632,242,44,80,20,1,7,.379,.887,.508,48,14,51,3,6,115,123,.331,SS,ROK
23,LA,22,119,Cristian Santana,655996,399,45,120,22,1,10,.320,.756,.436,57,10,88,0,0,153,174,.301,3B,AA
23,TB,22,139,Tanner Dodson,663541,60,9,15,4,1,0,.286,.636,.350,8,3,10,3,1,24,21,.250,OF,A(Adv)
23,PHI,21,143,Daniel Brito,660684,342,37,83,14,1,4,.296,.621,.325,32,22,73,6,10,126,111,.243,2B,A(Adv)
23,SEA,18,136,Juan Querecuto,677603,79,10,16,3,0,0,.315,.556,.241,8,12,35,2,1,53,19,.203,SS,ROK
23,STL,19,138,Mateo Gil,680771,210,42,55,8,2,7,.316,.735,.419,30,17,58,1,3,82,88,.262,SS,ALL (2)
23,ATL,22,144,Justin Dean,681909,429,85,122,18,9,9,.386,.817,.431,46,62,115,47,10,154,185,.284,OF,A(Full)
23,SF,26,137,Aramis Garcia,605244,355,56,93,20,2,18,.336,.818,.482,58,37,126,0,2,173,171,.262,C,ALL (2)
23,MIL,17,158,Eduarqui Fernandez,682631,266,48,57,9,0,11,.301,.673,.372,31,29,98,15,5,146,99,.214,OF,ROK
24,TOR,20,141,Tanner Morris,671088,240,37,59,16,1,2,.384,.730,.346,28,49,56,4,2,92,83,.246,SS,A(Short)
24,STL,22,138,Conner Capel,668843,371,44,92,17,1,11,.296,.684,.388,47,24,90,10,4,187,144,.248,CF,ALL (2)
24,ANA,17,108,Alexander Ramirez,682643,154,37,36,8,5,4,.328,.757,.429,19,16,59,6,0,68,66,.234,OF,ROK
24,DET,21,116,Andre Lipcius,686531,253,32,69,16,0,2,.344,.704,.360,29,27,57,3,2,113,91,.273,3B,A(Full)
24,ATL,24,144,Riley Delgado,676629,511,49,144,15,3,0,.324,.647,.323,33,28,42,1,1,197,165,.282,SS,A(Adv)
24,MIL,22,158,Thomas Dillard,666186,189,29,47,9,0,7,.391,.798,.407,28,44,53,8,0,81,77,.249,C,ALL (2)
24,SF,18,137,Grant McCray,687529,185,43,50,5,2,1,.379,.714,.335,11,30,54,17,13,69,62,.270,CF,ROK
24,BAL,23,110,Rylan Bannon,676625,470,63,125,32,4,11,.345,.766,.421,59,50,86,8,5,213,198,.266,3B,ALL (2)
24,NYM,23,121,Jake Mangum,663968,182,29,45,5,2,0,.337,.634,.297,18,15,26,17,5,58,54,.247,CF,A(Short)
24,MIN,23,142,Travis Blankenhorn,663905,440,56,122,22,2,19,.321,.787,.466,54,27,105,11,0,161,205,.277,3B,ALL (2)
24,ARI,22,109,Dominic Fletcher,666150,214,33,68,14,1,5,.389,.852,.463,28,22,50,1,1,85,99,.318,CF,A(Full)
25,OAK,22,133,Alfonso Rivas,663845,463,62,135,26,4,9,.387,.810,.423,60,68,120,2,2,218,196,.292,1B,ALL (2)
25,SD,24,135,Buddy Reed,642002,381,49,87,15,2,14,.310,.698,.388,50,42,126,23,8,165,148,.228,CF,AA
25,CIN,21,113,Mariel Bautista,660647,405,49,97,13,2,8,.309,.650,.341,34,30,91,23,12,141,138,.240,CF,ALL (2)
25,CWS,26,145,Seby Zavala,664874,309,50,67,14,0,20,.289,.745,.456,45,26,125,1,1,152,141,.217,C,ALL (2)
25,ATL,23,144,Alex Jackson,656577,319,52,70,9,0,28,.306,.817,.511,65,21,123,1,0,163,163,.219,C,ALL (2)
25,HOU,21,117,Jonathan Arauz,660620,425,53,106,22,2,11,.319,.707,.388,55,40,88,6,5,190,165,.249,SS,ALL (2)
25,TOR,24,141,Reese McGuire,624512,308,39,81,15,1,10,.322,.738,.416,37,27,56,4,0,114,128,.263,C,ALL (2)
25,SEA,24,136,Dom Thompson-Williams,657779,432,46,101,24,4,12,.298,.689,.391,41,35,152,15,2,225,169,.234,CF,AA
25,TEX,23,140,Julio Pablo Martinez,679881,447,66,111,22,5,15,.317,.738,.421,63,42,156,32,13,193,188,.248,CF,ALL (2)
25,SF,17,137,Luis Matos,682641,251,65,92,25,2,7,.438,1.004,.566,48,20,31,21,3,126,142,.367,OF,ALL (2)
25,WAS,21,120,Gilbert Lara,658677,504,60,122,22,3,13,.280,.655,.375,68,25,123,3,3,271,189,.242,SS,ALL (2)
25,CLE,18,114,Jose Tena,677588,191,30,62,7,6,1,.352,.792,.440,18,6,44,6,2,91,84,.325,SS,ROK
25,ANA,21,108,Leonardo Rivas,660844,313,50,71,14,5,6,.331,.692,.361,26,47,94,5,2,120,113,.227,SS,ALL (2)
25,BAL,24,110,Mason McCoy,669200,545,81,158,22,7,4,.345,.723,.378,48,44,100,13,3,180,206,.290,SS,ALL (2)
25,MIA,24,146,Brian Miller,675649,449,52,119,24,5,2,.326,.680,.354,39,37,81,22,9,170,159,.265,OF,AA
25,COL,20,115,Daniel Montano,665914,454,59,99,30,3,7,.274,.618,.344,41,35,119,17,7,189,156,.218,CF,A(Full)
26,ATL,22,144,Logan Brown,682204,368,37,100,18,1,1,.313,.647,.334,46,17,83,0,0,145,123,.272,C,ALL (2)
26,TOR,21,141,Samad Taylor,669392,319,48,69,20,3,7,.325,.689,.364,38,49,107,26,10,184,116,.216,2B,A(Adv)
26,STL,22,138,Luken Baker,663609,439,47,107,32,1,10,.327,.717,.390,53,52,112,1,1,208,171,.244,1B,A(Adv)
26,SD,20,135,Blake Hunt,675448,333,40,85,21,3,5,.331,.712,.381,39,35,67,4,1,177,127,.255,C,A(Full)
26,CLE,23,114,Ernie Clement,676391,405,49,109,16,3,1,.323,.654,.331,28,28,34,17,10,137,134,.269,2B,ALL (2)
26,MIA,22,146,Tristan Pompey,659407,147,20,29,7,2,0,.300,.572,.272,16,21,59,4,1,76,40,.197,OF,ALL (2)
26,NYM,25,121,Patrick Mazeika,664850,413,50,101,25,1,16,.312,.738,.426,69,37,89,1,0,205,176,.245,C,AA
26,CHC,26,112,Robel Garcia,596825,401,70,109,19,4,31,.351,.922,.571,86,46,149,4,4,175,229,.272,2B,ALL (3)
26,CWS,25,145,Danny Mendick,664901,491,78,138,26,1,18,.367,.815,.448,65,66,98,19,8,245,220,.281,SS,ALL (2)
26,MIL,25,158,Tyrone Taylor,621438,347,45,96,21,1,14,.345,.809,.464,60,29,87,5,0,152,161,.277,CF,ALL (3)
26,DET,21,116,Bryant Packard,669741,135,21,40,8,0,3,.392,.814,.422,16,21,38,2,0,73,57,.296,LF,ALL (3)
26,ARI,26,109,Kevin Cron,605196,372,92,115,24,1,44,.418,1.152,.734,122,65,107,1,3,159,273,.309,1B,ALL (3)
26,NYY,20,147,Canaan Smith,675986,449,67,138,32,3,11,.405,.870,.465,74,74,108,16,4,202,209,.307,CF,A(Full)
26,WAS,24,120,Cole Freeman,670106,453,82,141,27,3,3,.394,.798,.404,49,53,60,31,6,160,183,.311,2B,A(Adv)
26,ANA,24,108,Michael Hermosillo,641684,274,52,67,9,3,15,.332,.796,.464,43,28,91,7,4,154,127,.245,RF,ALL (3)
27,WAS,22,120,Telmito Agustin,648739,394,39,93,19,3,9,.289,.657,.368,42,30,107,9,6,199,145,.236,LF,A(Adv)
27,CLE,17,114,Angel Martinez,682657,222,37,68,10,7,1,.402,.830,.428,27,29,29,11,5,98,95,.306,SS,ROK
27,ARI,20,109,Buddy Kennedy,671083,385,50,101,18,4,7,.342,.726,.384,49,47,81,4,4,194,148,.262,3B,A(Full)
27,MIN,17,142,Misael Urbina,682618,183,34,51,14,5,2,.382,.825,.443,26,23,14,19,8,78,81,.279,OF,ROK
27,TB,22,139,Tyler Frank,667611,52,8,8,1,0,0,.286,.459,.173,4,9,13,3,0,22,9,.154,SS,A(Adv)
