rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
3,PHI,21,143,Bryson Stott,681082,166,30,49,9,3,6,.391,.885,.494,27,24,39,5,3,62,82,.295,SS,ALL (2)
3,COL,21,115,Colton Welker,666213,353,37,89,23,1,10,.313,.721,.408,53,32,68,2,1,124,144,.252,3B,AA
3,STL,24,138,Andrew Knizner,668800,293,48,78,12,0,14,.346,.797,.451,40,28,49,4,0,113,132,.266,C,ALL (2)
3,CWS,21,145,Andrew Vaughn,683734,205,33,57,17,0,6,.384,.833,.449,36,30,38,0,1,84,92,.278,1B,ALL (3)
3,CIN,22,113,Jonathan India,663697,428,74,111,18,5,11,.365,.767,.402,44,59,110,11,5,209,172,.259,3B,ALL (2)
3,OAK,24,133,Sean Murphy,669221,168,40,50,8,1,15,.383,1.008,.625,38,23,41,0,1,79,105,.298,C,ALL (4)
3,TB,21,139,Vidal Brujan,660644,383,56,106,17,7,4,.346,.735,.389,40,37,61,48,13,123,149,.277,2B,ALL (2)
3,CHC,19,112,Brennen Davis,680695,177,33,54,9,3,8,.381,.906,.525,30,18,38,4,1,76,93,.305,OF,A(Full)
3,NYM,21,121,Andres Gimenez,665926,432,54,108,22,5,9,.309,.696,.387,37,24,102,28,16,194,167,.250,SS,AA
4,SF,21,137,Hunter Bishop,666183,105,25,24,4,1,5,.438,.867,.429,12,38,39,8,2,56,45,.229,OF,ALL (2)
4,BOS,23,111,Jarren Duran,680776,519,90,157,24,8,5,.367,.775,.408,38,46,128,46,13,137,212,.303,2B,ALL (2)
4,SEA,23,136,Evan White,657108,365,61,107,13,2,18,.350,.838,.488,55,29,92,2,0,163,178,.293,1B,AA
4,SD,18,135,CJ Abrams,682928,150,41,59,13,8,3,.436,1.083,.647,22,11,14,15,6,58,97,.393,SS,ALL (2)
4,BAL,22,110,Ryan Mountcastle,663624,520,81,162,35,1,25,.344,.871,.527,83,24,130,2,1,214,274,.312,1B,AAA
4,PIT,22,134,Travis Swaggerty,680552,457,79,121,20,3,9,.347,.728,.381,40,57,116,23,8,154,174,.265,OF,A(Adv)
4,STL,21,138,Elehuris Montero,660707,237,24,46,8,0,7,.245,.561,.316,18,15,76,0,1,112,75,.194,3B,ALL (2)
4,COL,20,115,Grant Lavigne,680693,440,52,104,19,0,7,.347,.674,.327,64,68,129,8,9,194,144,.236,1B,A(Full)
4,CWS,22,145,Nick Madrigal,663611,473,76,147,27,5,4,.377,.791,.414,55,44,16,35,13,165,196,.311,SS,ALL (3)
4,ARI,22,109,Seth Beer,666179,450,72,130,24,0,26,.388,.904,.516,103,46,113,0,4,199,232,.289,OF,ALL (3)
4,OAK,24,133,Jorge Mateo,622761,532,95,154,29,14,19,.330,.834,.504,78,29,145,24,11,218,268,.289,SS,AAA
4,MIA,21,146,Jazz Chisholm,665862,395,57,87,10,7,21,.321,.762,.441,54,52,147,16,4,175,174,.220,SS,ALL (2)
4,KC,21,118,Khalil Lee,666137,470,74,124,21,3,8,.363,.735,.372,51,65,154,53,12,183,175,.264,CF,AA
4,CLE,20,114,Tyler Freeman,671289,493,89,151,32,5,3,.368,.778,.410,44,26,53,19,5,204,202,.306,SS,ALL (2)
4,HOU,21,117,Korey Lee,686676,224,31,60,6,4,3,.359,.730,.371,28,28,49,8,5,91,83,.268,C,A(Short)
4,MIL,24,158,Corey Ray,641999,262,33,57,14,0,8,.291,.654,.363,25,27,106,6,3,100,95,.218,CF,ALL (3)
5,ANA,19,108,Jeremiah Jackson,669236,256,47,68,14,2,23,.333,.938,.605,60,24,96,5,1,104,155,.266,SS,ROA
5,SD,20,135,Xavier Edwards,669364,503,76,162,18,8,1,.375,.771,.396,43,44,54,34,11,163,199,.322,SS,ALL (2)
5,TEX,20,140,Leody Taveras,665750,519,76,145,19,8,5,.344,.720,.376,56,54,122,32,13,207,195,.279,CF,ALL (2)
5,PIT,20,134,Cal Mitchell,668751,451,54,113,21,2,15,.304,.710,.406,64,32,142,1,1,193,183,.251,OF,A(Adv)
5,ARI,23,109,Daulton Varsho,662139,396,85,119,25,4,18,.378,.898,.520,58,42,63,21,5,140,206,.301,C,AA
5,PHI,18,143,Luis Garcia,677593,467,36,87,14,3,4,.261,.516,.255,36,44,132,9,8,214,119,.186,SS,A(Full)
5,CLE,19,114,Bo Naylor,666310,399,60,97,18,10,11,.313,.734,.421,65,43,104,7,5,163,168,.243,C,A(Full)
5,MIN,22,142,Trevor Larnach,663616,476,59,147,30,1,13,.384,.842,.458,66,57,124,4,1,179,218,.309,OF,ALL (2)
5,MIA,23,146,Isan Diaz,656371,494,100,134,24,2,29,.364,.868,.504,86,65,134,5,7,169,249,.271,SS,ALL (2)
5,DET,20,116,Isaac Paredes,670623,478,63,135,23,1,13,.368,.784,.416,66,57,61,5,3,169,199,.282,SS,AA
5,ATL,21,144,Shea Langeliers,669127,216,27,55,13,0,2,.310,.653,.343,34,17,55,0,0,106,74,.255,C,A(Full)
5,BAL,22,110,Yusniel Diaz,666783,317,45,84,22,4,11,.341,.805,.464,55,36,75,0,3,151,147,.265,CF,ALL (3)
5,COL,21,115,Michael Toglia,669911,145,25,36,7,0,9,.369,.852,.483,26,28,45,1,1,69,70,.248,1B,A(Short)
5,NYM,17,121,Francisco Alvarez,682626,157,32,49,10,0,7,.407,.917,.510,26,21,37,1,2,59,80,.312,C,ALL (2)
6,LA,21,119,Jeter Downs,669023,460,92,127,35,4,24,.362,.888,.526,86,60,107,24,8,179,242,.276,SS,ALL (2)
6,CWS,23,145,Steele Walker,667727,457,65,130,36,5,10,.361,.812,.451,62,50,78,13,7,178,206,.284,OF,ALL (2)
6,ANA,22,108,Jahmai Jones,663330,482,66,113,22,3,5,.308,.632,.324,50,50,109,9,11,180,156,.234,CF,AA
6,HOU,22,117,Abraham Toro,647351,498,94,157,33,6,19,.403,.923,.520,85,65,95,5,3,216,259,.315,3B,ALL (3)
6,BAL,24,110,Austin Hays,669720,361,61,90,24,1,17,.301,.764,.463,48,19,85,9,6,163,167,.249,RF,ALL (5)
6,MIL,22,158,Trent Grisham,663757,474,86,138,27,7,31,.388,.962,.574,85,75,103,12,5,178,272,.291,CF,ALL (3)
6,STL,19,138,Ivan Herrera,671056,306,48,87,10,0,9,.374,.779,.405,47,40,72,1,1,126,124,.284,C,ALL (2)
6,OAK,20,133,Nick Allen,669397,288,45,84,22,5,3,.363,.797,.434,25,28,52,13,5,90,125,.292,SS,A(Adv)
6,CHC,19,112,Cole Roederer,680711,384,45,86,19,4,9,.319,.684,.365,60,52,112,16,5,197,140,.224,OF,A(Full)
6,COL,20,115,Ryan Vilade,668723,509,92,154,27,10,12,.367,.833,.466,71,56,95,24,7,241,237,.303,3B,A(Adv)
6,CLE,18,114,George Valera,671655,180,23,39,7,2,8,.336,.747,.411,32,31,61,6,4,81,74,.217,OF,ALL (2)
6,MIA,24,146,Monte Harrison,656509,222,43,60,7,2,9,.351,.792,.441,24,25,74,23,2,86,98,.270,CF,ALL (2)
6,NYM,19,121,Mark Vientos,668901,416,48,106,27,1,12,.300,.711,.411,62,22,110,1,4,170,171,.255,SS,A(Full)
6,MIN,18,142,Keoni Cavaco,686577,87,9,15,4,0,1,.217,.470,.253,6,4,35,1,1,39,22,.172,SS,ROK
7,ARI,19,109,Geraldo Perdomo,672695,407,63,112,21,3,3,.397,.761,.364,47,70,67,26,13,166,148,.275,SS,ALL (2)
7,MIN,20,142,Wander Javier,665820,300,43,53,9,1,11,.278,.601,.323,37,35,116,2,0,155,97,.177,SS,A(Full)
7,TOR,17,141,Orelvis Martinez,682619,142,20,39,8,5,7,.352,.901,.549,32,14,29,2,0,75,78,.275,SS,ROK
7,BAL,18,110,Gunnar Henderson,683002,108,21,28,5,2,1,.331,.701,.370,11,11,28,2,2,51,40,.259,SS,ROK
7,OAK,21,133,Logan Davidson,669722,205,42,49,7,0,4,.345,.677,.332,12,31,55,5,0,78,68,.239,SS,A(Short)
7,PIT,18,134,Sammy Siani,686445,133,21,32,3,3,0,.372,.680,.308,9,26,41,5,0,49,41,.241,CF,ROK
7,TB,21,139,Ronaldo Hernandez,660613,393,43,104,19,3,9,.299,.696,.397,60,17,65,7,0,203,156,.265,C,A(Adv)
7,STL,19,138,Jhon Torres,672536,178,28,43,12,0,6,.337,.747,.410,25,26,65,0,3,70,73,.242,OF,ALL (2)
7,ANA,17,108,Kyren Paris,677347,10,4,3,1,0,0,.462,.862,.400,2,3,4,0,0,4,4,.300,SS,ROK
7,BOS,19,111,Gilberto Jimenez,678362,234,35,84,11,3,3,.393,.863,.470,19,13,38,14,6,81,110,.359,OF,A(Short)
7,KC,21,118,Brady McConnell,669381,160,28,34,13,1,5,.288,.688,.400,23,15,68,5,3,70,64,.213,SS,ALL (2)
7,MIL,17,158,Eduardo Garcia,682633,32,6,10,2,0,1,.450,.919,.469,3,6,9,1,1,15,15,.313,SS,ROK
7,COL,22,115,Terrin Vavra,679631,374,79,119,32,1,10,.409,.898,.489,52,62,62,18,9,134,183,.318,SS,A(Full)
7,SEA,22,136,Cal Raleigh,663728,455,64,114,25,0,29,.323,.820,.497,82,47,116,4,0,183,226,.251,C,ALL (2)
7,DET,24,116,Jake Rogers,668670,340,55,72,14,2,18,.323,.747,.424,60,48,124,0,0,171,144,.212,C,ALL (3)
7,CLE,23,114,Bobby Bradley,656252,447,69,114,28,0,34,.335,.881,.546,78,50,173,0,0,199,244,.255,1B,ALL (2)
7,CIN,23,113,Tyler Stephenson,663886,312,47,89,19,1,6,.372,.782,.410,44,37,60,0,0,142,128,.285,C,AA
7,LAD,22,,Kody Hoese,682210,147,29,44,8,2,5,.380,.863,.483,29,18,25,1,0,61,71,.299,3B,ALL (2)
7,WAS,21,120,Drew Mendoza,666141,201,23,53,12,0,4,.377,.760,.383,25,34,57,3,0,86,77,.264,3B,A(Full)
7,SF,19,137,Alexander Canario,672744,236,51,75,20,2,16,.377,1.000,.623,54,20,80,4,1,108,147,.318,LF,ALL (2)
8,NYM,20,121,Shervyen Newton,665989,382,35,80,15,2,9,.283,.613,.330,32,37,139,1,4,158,126,.209,SS,A(Full)
8,TOR,19,141,Gabriel Moreno,672515,307,47,86,17,5,12,.337,.822,.485,52,22,38,7,1,139,149,.280,C,A(Full)
8,ATL,21,144,William Contreras,661388,381,50,97,20,0,6,.315,.669,.354,39,29,84,0,0,181,135,.255,C,ALL (2)
8,ANA,18,108,D'Shawn Knowles,677610,253,38,61,11,4,6,.310,.697,.387,28,26,76,5,4,100,98,.241,OF,ROA
8,HOU,22,117,Jordan Brewer,685084,54,5,7,0,0,1,.161,.346,.185,3,2,6,2,0,28,10,.130,CF,A(Short)
8,TB,24,139,Nate Lowe,663993,450,83,129,31,0,22,.402,.904,.502,79,83,120,1,0,211,226,.287,1B,ALL (2)
8,CWS,23,145,Luis Alexander Basabe,642772,276,33,69,12,2,3,.331,.672,.341,31,33,92,10,5,99,94,.250,CF,ALL (2)
8,PIT,20,134,Ji-Hwan Bae,678225,328,69,106,25,5,0,.403,.833,.430,38,43,77,31,11,122,141,.323,SS,A(Full)
8,CHC,20,112,Aramis Ademan,666620,362,40,80,10,8,5,.318,.652,.334,39,48,92,16,9,161,121,.221,SS,A(Adv)
8,LAD,21,,Michael Busch,683737,24,5,3,0,0,0,.371,.496,.125,2,7,5,0,0,13,3,.125,2B,ALL (2)
8,WAS,19,120,Yasel Antuna,671276,6,1,1,0,0,0,.375,.542,.167,0,2,1,0,0,4,1,.167,SS,ROK
8,KC,22,118,Kyle Isbel,664728,219,35,51,9,3,7,.296,.693,.397,30,17,49,11,4,86,87,.233,OF,ALL (2)
8,OAK,24,133,Sheldon Neuse,641914,523,101,161,32,2,27,.381,.913,.532,104,59,142,3,3,227,278,.308,3B,ALL (2)
8,CIN,20,113,Michael Siani,672279,466,75,118,10,6,6,.333,.672,.339,39,46,109,45,15,144,158,.253,OF,A(Full)
8,SF,25,137,Mauricio Dubon,643289,545,86,164,29,1,22,.343,.822,.479,61,30,72,12,8,203,261,.301,SS,ALL (4)
8,SEA,24,136,Jake Fraley,641584,422,71,120,29,5,19,.348,.860,.512,81,34,103,22,7,213,216,.284,CF,ALL (3)
8,PHI,21,143,Mickey Moniak,666160,465,63,117,28,13,11,.303,.742,.439,67,33,111,15,3,177,204,.252,CF,AA
8,SD,20,135,Luis Campusano,669134,422,63,137,31,1,15,.396,.905,.509,81,52,57,0,0,178,215,.325,C,A(Adv)
8,TEX,21,140,Bubba Thompson,669352,202,24,36,8,2,5,.261,.573,.312,21,21,72,12,3,88,63,.178,OF,A(Adv)
8,MIN,24,142,Brent Rooker,667670,234,43,66,16,0,14,.399,.929,.530,47,36,95,2,0,117,124,.282,OF,ALL (2)
8,DET,22,116,Daz Cameron,663662,448,68,96,22,6,13,.330,.707,.377,43,62,152,17,8,197,169,.214,CF,AAA
9,WSH,17,,Jeremy De La Rosa,682707,82,14,19,1,2,2,.343,.709,.366,10,12,29,3,2,35,30,.232,OF,ROK
9,CIN,21,113,Jose Garcia,676480,404,58,113,37,1,8,.343,.779,.436,55,25,83,15,2,185,176,.280,SS,A(Adv)
9,MIL,20,158,Mario Feliciano,666128,452,64,122,25,5,19,.323,.796,.473,81,29,143,2,1,210,214,.270,C,ALL (2)
9,ATL,21,144,Braden Shewmake,669699,247,44,74,18,2,3,.371,.796,.425,40,25,40,13,3,118,105,.300,SS,ALL (2)
9,TEX,22,140,Davis Wendzel,673995,19,8,6,1,0,1,.458,.984,.526,2,5,6,2,1,6,10,.316,3B,ALL (2)
9,PIT,25,134,Kevin Kramer,596012,403,51,105,30,1,10,.337,.751,.414,55,45,120,4,5,182,167,.261,3B,ALL (2)
9,CHC,24,112,Zack Short,670097,213,34,50,14,2,6,.363,.767,.404,25,38,72,2,2,102,86,.235,SS,ALL (3)
9,OAK,23,133,Luis Barrera,642456,224,35,72,9,11,4,.357,.870,.513,24,12,48,9,7,91,115,.321,LF,AA
9,TB,21,139,Greg Jones,675659,191,39,64,13,4,1,.413,.874,.461,24,22,56,19,8,71,88,.335,SS,A(Short)
9,COL,25,115,Sam Hilliard,656541,531,113,137,30,8,37,.333,.887,.554,106,58,174,22,5,240,294,.258,RF,ALL (2)
9,KC,20,118,MJ Melendez,669004,363,34,59,23,2,9,.260,.571,.311,54,44,165,7,5,165,113,.163,C,A(Adv)
9,BOS,24,111,C.J. Chatham,641453,436,50,130,31,1,5,.333,.741,.408,46,22,87,7,1,159,178,.298,SS,ALL (2)
9,CWS,22,145,Blake Rutherford,666164,438,50,116,17,3,7,.319,.684,.365,49,37,118,9,2,191,160,.265,CF,AA
9,HOU,21,117,Jeremy Pena,665161,409,72,124,21,7,7,.385,.825,.440,54,47,90,20,10,128,180,.303,SS,ALL (2)
9,NYY,20,147,Anthony Seigler,678011,97,10,17,3,0,0,.328,.534,.206,6,20,28,1,0,35,20,.175,C,A(Full)
9,TOR,19,141,Miguel Hiraldo,677599,241,43,72,20,2,7,.346,.831,.485,37,14,36,11,3,121,117,.299,3B,ALL (2)
10,WSH,19,,Israel Pineda,672832,374,48,81,12,0,7,.278,.583,.305,35,30,102,1,2,195,114,.217,C,A(Full)
10,MIL,19,158,Joe Gray,669336,110,19,18,4,1,3,.279,.579,.300,9,13,36,3,2,36,33,.164,OF,ROA
10,CIN,22,113,Jameson Hannah,680683,442,54,121,28,4,2,.339,.708,.369,37,38,104,8,8,167,163,.274,OF,ALL (2)
10,STL,24,138,Randy Arozarena,668227,356,67,121,26,4,15,.428,.990,.562,54,39,74,18,12,124,200,.340,CF,ALL (3)
10,COL,25,115,Yonathan Daza,602074,468,73,157,30,5,11,.375,.866,.491,50,29,70,12,9,137,230,.335,RF,ALL (2)
10,CLE,18,114,Brayan Rocchio,677587,268,33,67,12,3,5,.310,.683,.373,27,20,40,14,8,109,100,.250,SS,A(Short)
10,SD,22,135,Owen Miller,680911,507,76,147,28,2,13,.355,.785,.430,68,46,86,5,5,212,218,.290,SS,AA
10,CWS,24,145,Zack Collins,641470,337,61,87,19,2,20,.386,.890,.504,78,72,121,0,0,132,170,.258,C,ALL (2)
10,TEX,20,140,Sherten Apostel,665947,418,56,105,18,2,19,.339,.779,.440,59,51,120,2,1,196,184,.251,3B,ALL (2)
10,OAK,20,133,Austin Beck,675648,338,40,85,22,4,8,.302,.713,.411,49,24,126,2,2,167,139,.251,CF,A(Adv)
10,SEA,24,136,Kyle Lewis,641786,463,63,122,25,2,13,.342,.752,.410,66,56,153,3,2,194,190,.263,CF,ALL (2)
10,MIA,21,146,Kameron Misner,670224,163,27,44,9,0,2,.388,.750,.362,24,30,42,11,0,82,59,.270,CF,ALL (2)
10,MIN,22,142,Ryan Jeffers,680777,368,48,97,16,0,14,.341,.762,.421,49,37,83,0,0,162,155,.264,C,ALL (2)
10,NYY,18,147,Everson Pereira,677592,70,9,12,3,0,1,.216,.473,.257,3,4,26,3,0,32,18,.171,OF,A(Short)
10,KC,20,118,Nick Pratto,668472,419,48,80,21,1,9,.278,.588,.310,46,49,164,17,7,198,130,.191,1B,A(Adv)
10,BOS,18,111,Antoni Flores,677602,181,14,35,4,1,0,.293,.520,.227,12,25,59,1,3,99,41,.193,SS,A(Short)
10,PIT,24,134,Will Craig,643269,494,69,123,23,0,23,.326,.761,.435,78,44,146,2,3,251,215,.249,3B,AAA
10,CHC,21,112,Chase Strumpf,668664,135,25,33,12,0,3,.374,.774,.400,17,23,42,2,0,62,54,.244,2B,ALL (3)
10,SF,18,137,Luis Toribio,678681,196,47,58,16,3,3,.433,.887,.454,33,47,59,4,5,78,89,.296,SS,ALL (2)
11,TEX,21,140,Anderson Tejeda,660731,158,22,37,10,1,4,.315,.701,.386,24,17,58,9,4,87,61,.234,SS,A(Adv)
11,SD,20,135,Hudson Potts,668888,421,59,101,24,1,17,.302,.725,.423,65,32,131,3,1,178,178,.240,3B,ALL (2)
11,ATL,22,144,Greyson Jenista,680571,424,42,99,18,2,9,.318,.667,.349,55,54,145,3,8,208,148,.233,1B,ALL (2)
11,CLE,24,114,Yu Chang,644374,302,51,75,16,2,10,.324,.738,.414,45,34,81,4,1,146,125,.248,SS,ALL (2)
11,COL,22,115,Tyler Nevin,663527,466,60,117,26,2,13,.345,.744,.399,61,65,90,6,2,174,186,.251,3B,AA
11,STL,22,138,Julio Rodriguez,667372,313,30,84,15,0,8,.311,.704,.393,38,18,68,0,0,125,123,.268,C,ALL (2)
11,OAK,20,133,Lazaro Armenteros,670860,459,65,102,22,5,17,.336,.739,.403,61,73,227,22,6,256,185,.222,LF,A(Adv)
11,PHI,20,143,Simon Muzziotti,665922,425,52,122,21,3,3,.337,.709,.372,28,32,60,21,12,127,158,.287,CF,A(Adv)
11,LAD,18,,Diego Cartaya,682616,185,36,52,12,2,4,.343,.775,.432,22,16,42,1,0,64,80,.281,C,ALL (2)
11,BOS,19,111,Nick Decker,678006,170,23,42,10,5,6,.328,.799,.471,25,21,59,4,5,67,80,.247,OF,A(Short)
11,MIA,19,146,Jose Devers,672701,177,25,57,8,2,0,.391,.781,.390,7,14,26,8,1,49,69,.322,SS,ALL (3)
11,DET,22,116,Willi Castro,650489,518,79,150,31,8,11,.352,.796,.444,67,38,132,17,5,245,230,.290,SS,ALL (2)
11,ANA,19,108,Trent Deveaux,677575,244,42,58,16,4,7,.320,.742,.422,25,26,91,15,6,121,103,.238,CF,ALL (2)
11,CWS,22,145,Micker Adolfo,650520,128,13,29,12,0,2,.346,.713,.367,12,21,57,0,3,54,47,.227,RF,ALL (2)
11,KC,21,118,Seuly Matias,665890,189,23,28,10,4,4,.259,.566,.307,22,25,98,2,4,92,58,.148,CF,A(Adv)
11,PIT,23,134,Jared Oliva,666931,447,70,124,24,6,6,.352,.750,.398,42,42,104,36,10,151,178,.277,OF,AA
12,PHI,20,143,Jhailyn Ortiz,665560,430,57,86,15,3,19,.272,.653,.381,65,36,149,2,3,206,164,.200,RF,A(Adv)
12,DET,19,116,Parker Meadows,678009,443,52,98,15,2,7,.296,.608,.312,40,47,113,14,8,199,138,.221,OF,A(Full)
12,BAL,21,110,Kyle Stowers,669065,204,19,44,13,1,6,.289,.666,.377,23,20,53,5,1,119,77,.216,CF,A(Short)
12,CLE,17,114,Gabriel Rodriguez,682621,208,32,48,10,4,3,.321,.682,.361,39,19,49,4,2,116,75,.231,SS,ALL (2)
12,TOR,20,141,Alejandro Kirk,672386,310,41,90,31,1,7,.403,.868,.465,44,56,39,3,0,141,144,.290,C,ALL (2)
12,BOS,19,111,Brandon Howlett,680914,390,48,90,23,1,8,.341,.697,.356,35,56,144,1,5,168,139,.231,3B,A(Full)
12,KC,23,118,Michael Gigliotti,669377,337,53,95,22,2,1,.369,.737,.368,30,38,75,36,10,118,124,.282,OF,ALL (3)
